Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Apartamento en Venta en Coodelmar iii etapa, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-coodelmar-iii-etapa-pereira/193489672,193489672,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69b0d7a62ed63_infocdn__cl87r6fpu6elvayaiolqzrnmdqsvgdzb7zq7eckljpg.jpg,[],$ 199.000.000,3 Habs. 1 Baño 62 m²,"Apartamento en venta en coodelmar iii etapa, pereira","Apartamento enPereira, Risaralda",VERTICAL SERVICIOS INMOBILIARIOS,Llamar,"VERTICAL Servicios Inmobiliarios tiene el placer de presentar este encantador apartamento en venta, ubicado en el prestigioso Conjunto Residencial Coodelmar #3. Este acogedor hogar ofrece una distribución inteligente con 3 luminosas habitaciones, 1 baño completo, una espaciosa sala de estar, comedor y cocina funcional, además de un conveniente área de ropas. Disfrute de la comodidad de vivir en una zona con excelente servicio de transporte público y fácil acceso a las principales vías. La ubicación es inmejorable, a pocos pasos de supermercados y droguerías, garantizando que todas sus necesidades diarias estén al alcance de su mano. Una oportunidad excepcional para quienes buscan confort, conveniencia y una excelente inversión.",[],4.7966994,-75.7439357,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Avenida Sur, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/193945606,193945606,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6a3ca793c66_infocdn__gr-amplio-ampartamento-con-excele-1783014567-1926-8780jpeg.jpeg,[],$ 360.000.000,3 Habs. 2 Baños 78 m²,"Apartamento en venta en avenida sur, pereira","Apartamento enPereira, Risaralda",LEGARIA CAPITAL,Llamar,"AMPLIO Y SUPER BIEN UBICADO!!!Este cómodo apartamento cuenta con amplia sala comedor, cocina remodelada, puertas y closets remodelados, unas habitaciones super amplias, la principal es la más grande con baño privado, una habitación auxilar tambien grande y la otra habitación auxiliar de un tamaño intermedio, 2 baños amplios con gran potencial para ser remodelados, el conjunto queda cerca a todo puedes dirigirte caminando a muchos sectores de interes como lo es Centro Comercial La 14, Terminal de Transportes, barrio Alamos, Megacentro, El centro de la ciudad, todo está a pocos minutos. Si deseas programar una visita y conocerlo contactanos.",[],4.8006128677387,-75.695436000824,,,,,,,,,,,,,,2026-08-03
"Apartamento en venta en Avenida Sur, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/7985395,7985395,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/3/22/84398846.jpg,[],$ 250.000.000,3 Habs. 2 Baños 68 m²,"Apartamento en venta en avenida sur, pereira","Apartamento enPereira, Risaralda",Urbe Del Eje,Llamar,"Vendo apartamento en Pereira Av Sur,  sector Corales  Consta de 3 alcobas,  2 baños,  sala comedor con balcon,  cocina integral,  patio de ropas,   alcoba principal con baño,  pisos en porcelanato,   1 parqueadero.  El apto incluye persianas,  black out,  y lámparas.  Conjunto cerrado con ascensor,  piscina,  jacuzzi,  turco,  cancha de squach,  salon social,  zona BBQ,  gimnasio,  cancha multiple,  parqueadero para visitantes y porteria con vigilancia 24 horas.  Para informacion adicional,  no dude en contactarnos,  que con gusto le atenderemos.    .",[],4.80080318450928,-75.7517013549805,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192846776,192846776,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4fc497a0558_infocdn__gr103982920220308100304jpeg.jpeg,[],$ 531.200.000,1 Hab 2 Baños 83 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",Megapolis Bienes Raices,Llamar,"Código para WhatsApp: ***¡Oportunidad de negocio! Megapropiedad para la venta tipo Apartamento Campestre, ubicado en el exclusivo conjunto residencial MUKAVA DEL VIENTO.  Descubre los privilegios que te brinda un conjunto de altos estandares de calidad de vida como la ubicación equidistante entre lo campestre y lo urbano, el diseño contemporáneo y los acabados de lujo.  Este apartamento te ofrece desde su ingreso,  mueble de linos, baño social, hall, sala comedor con terraza amplia, cocina italiana con torre de hornos, zona de ropas independiente, estudio o habitación de huéspedes y habitación principal con vestier y baño privado.",[],4.8103231242094,-75.774809267051,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en Venta en Condina, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/193752053,193752053,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1762694eb88_infocdn__vuhomwbr8vtecqr49fhmfudjkqv9wnrqd484xasyjpg.jpg,[],$ 1.650.000.000,5 Habs. 4 Baños 2785 m²,"Casa campestre en venta en condina, pereira","Casa Campestre enPereira, Risaralda",GESTIONAR ANGEL Y CIA SAS,Llamar,"Te presentamos esta casa campestre en venta, ubicada en via Altagracia - condina. Consta de un area de terreno de 2785 mts. Se distribuye en 3 pisos, en el piso principal encontramos  sala, comedor, 1 baño social, cocina integral concepto abierto, estudio. parqueadero cubierto  y descubierto hasta para 8 vehiculos,  1 construccion de salon o bodega completamente sellado e independiente. en el segundo piso tiene 4 alcobas, la alcoba principal con baño y balcon, sala de estar, 1 baño cpmpleto. en el tercer piso encontramos 1 alcoba con baño privado. Esta es una oportunidad única para adquirir un inmueble en una zona de alta demanda y con todas las facilidades necesarias para una vida cómoda y conveniente.",[],4.7582197,-75.7174487,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193506139,193506139,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69cbda8f5f9b7_infocdn__gr1929151320260313053423jpeg.jpeg,[],$ 950.000.000,3 Habs. 3 Baños 126 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",LEGARIA CAPITAL,Llamar,"Hermoso apartamento de 126mt2 con SOLO 6 meses de uso, en el sector de cerritos, zona campestre y de gran prestigio de la ciudad de Pereira, amplios espacios, excelente calidad de acabados, una vista inigualable, ademas de contar con iluminación domotizada, persianas, blackouts de alta calidad, licorera, aire acondicionado, panel divisiorio de vestier, lavamanos modernos, el apartamento cuenta con 3 habitaciones cada una con su baño ademas de un estudio o sala de tv o musica, segun tus preferencias, cuenta con dos megabalcones para disfrutar de un mar verde y atardeceres de encanto y si lo que buscas es zonas sociales este conjunto lo tiene todo, zonas de esparcimiento, cancha sintetica de fútbol 5, cancha de tennis, piscina, jacuzzi, salón social, gimansio, zona de spa, sauna, turco, coworking, todo rodeado de un entorno natural y cerca a todo.Si deseas más información contáctanos al ***LEGARIA CAPITAL.",[],4.8135102572867,-75.78975261189,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/194047035,194047035,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6e0342e4a69_infocdn__gr-casa-campestre-en-cerritos-1784998975-9931-5130jpeg.jpeg,[],$ 960.000.000,4 Habs. 5 Baños 303 m²,"Casa campestre en venta en cerritos, pereira","Casa Campestre enPereira, Risaralda",CERRITOS INMOBILIARIA,Llamar,"¡Bienvenido a tu nuevo hogar campestre en Cerritos Pereira, Risaralda! Este hermoso inmueble te ofrece un estilo de vida privilegiado en medio de la naturaleza, con un área de terreno de 750 M2 y una construcción de 220 M2. Con una ubicación ideal en una de las zonas más tranquilas y seguras de la ciudad, podrás disfrutar de una privacidad excepcional en un entorno exclusivo y rodeado de zonas verdes.Con 4 amplias alcobas y 5 baños completos, esta propiedad es perfecta para una familia numerosa o para aquellos que disfrutan de recibir invitados. Además, cuenta con 2 garajes para brindarte un espacio cómodo y seguro para tus vehículos. Pero eso no es todo, ¡tus mascotas también son bienvenidas en este hogar!Al entrar a la propiedad, te recibirán sus imponentes armarios empotrados que brindan un amplio espacio de almacenamiento. Desde el balcón podrás contemplar las hermosas vistas panorámicas de la zona campestre y disfrutar del aire fresco en cualquier momento del día. Los 5 baños, entre ellos uno en la habitación principal, están equipados con los mejores acabados y baño auxiliar.Este hogar cuenta también con una biblioteca/estudio para aquellos que trabajan desde casa o disfrutan de una buena lectura. El calentador, los clósets y la cocina tipo americano son algunos de los detalles que harán tu vida más cómoda y funcional. Además, la casa tiene doble ventana lo que permite un aislamiento acústico y térmico excepcional.Con un área social",[],4.8068522683628,-75.819362659686,,,,,,,,,,,,,,2026-08-03
"Casa en  Venta en Aeropuerto, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-aeropuerto-pereira/191186443,191186443,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.66abfb13638df_infocdn__cxji1ehktq5op7zgyky3rx4dc5tmyarugpoxoogkjpg.jpg,[],$ 650.000.000,3 Habs. 3 Baños 160 m²,"Casa en  venta en aeropuerto, pereira","Casa enPereira, Risaralda",Consultora Inmobiliaria Luz Piedad Montoya,Llamar,"Casa en conjunto cerrado de alta valoración en el Eje Cafetero Pereira, conformado por 3 niveles , cocina integral, sala, comedor, estudio, 3 habitaciones, 3 baños completos, cuarto de empleada, 2 parqueaderos.",[],4.8098034,-75.7408963,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en Venta en Combia, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/192442445,192442445,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a39430a1278e_infocdn__gr305072020250523020855jpeg.jpeg,[],$ 1.100.000.000,5 Habs. 4 Baños 350 m²,"Casa campestre en venta en combia, pereira","Casa Campestre enPereira, Risaralda",,Llamar,"Urbe Inmobiliaria vende casa campestre en condominio sector de Combia, consta de 2.400 metros de terreno y 350 mtrs construidos, 5 habitaciones con sus closeth, 4 baños, amplia sala comedor, cocina integral, gas propano, zona de ropas, estudio, amplios corredores, zonas verdes, muy iluminada, facil acceso a transporte publico, colegios, mall de comidas, el condominio cuenta con zona bbq, zonas verdes ,salon socialy juegos infantiles.",[],4.8401811,-75.7706512,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Circunvalar - alamos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193481202,193481202,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69af236d773dd_infocdn__wij9ohloau52kymqtpeh4ynxzl3htd5l3ao9szdvjpg.jpg,[],$ 720.000.000,4 Habs. 3 Baños 130 m²,"Apartamento en venta en circunvalar - alamos, pereira","Apartamento enPereira, Risaralda",,Llamar,"Soluciones Inmobiliarias Colombia ofrece apartamento en el sector del barrio Los Álamos, Pereira. Es una propiedad con grandes espacios, ubicada en el mejor sector de Los Álamos, con cercanías a centros comerciales, centros de salud, megacentro Pinares, restaurantes, farmacias y demás puntos de interés en el sector.2324",[],4.7971199,-75.69065,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Samaria i etapa, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-samaria-i-etapa-pereira/193579321,193579321,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69ca9c7fe9702_infocdn__mcu93e2b3mba34fov0gwbdevim0x6iatwdspfqqljpg.jpg,[],$ 330.000.000,6 Habs. 3 Baños 1590 m²,"Casa en venta en samaria i etapa, pereira","Casa enPereira, Risaralda",,Llamar,"Descubre una oportunidad de inversión excepcional en Samaria 1.Esta casa estratégicamente ubicada en una zona peatonal frente a Farmacenter garantiza costos de servicios públicos más económicos gracias a su estrati 2, optimizando su rentabilidad. Cuenta con un área total de 150 m². Es una edificación de tres niveles que ofrece una versatilidad inigualable. Cada piso ha sido diseñado como una unidad independiente, ideal para generar ingresos por alquiler o para alojar a una familia numerosa con total privacidad. La ausencia de costos de administración ($0) maximiza el retorno de su inversión.El primer y segundo piso presentan una distribución idéntica y funcional, cada uno con dos cómodas alcobas equipadas con clóset, un baño completo con zona húmeda, una sala comedor integrada y una cocina semi-integral, perfecta para el día a día. El tercer piso, con un diseño similar, cuenta con dos alcobas (con espacio para clóset), un baño completo con zona húmeda, sala comedor y cocina semi-integral, ofreciendo un ambiente acogedor y listo para ser personalizado. En cuanto a servicios, los pisos 1 y 2 comparten las conexiones de gas y energía, mientras que el tercer piso disfruta de servicios individuales, brindando flexibilidad en la gestión. El suministro de agua se centraliza en un único contador para los tres pisos, con un costo que se prorratea equitativamente entre los habitantes.  Esta propiedad representa una inversión inteligente con un avalúo comercial de $330.000.000, un precio negociable que abre las puertas a una oportunidad única en el mercado. No pierdas la ocasión de adquirir un inmueble con alto potencial de valorización y rentabilidad.""Nota importante: Los precios y la disponibilidad de los inmuebles están sujetos a cambios sin previo aviso, de acuerdo con las políticas de comercialización de la inmobiliaria"".",[],4.7979353,-75.7113441,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193841060,193841060,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a298d1673ded_infocdn__gr744592520260521022333jpeg.jpeg,[],$ 450.000.000,3 Habs. 2 Baños 72 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",,Llamar,"Este hermoso apartamento en Pereira, Risaralda, es una excelente oportunidad de inversión en el mercado inmobiliario colombiano. Con una ubicación privilegiada y una mezcla perfecta entre comodidad y modernidad, este inmueble de 72 M2 de terreno y 72 M2 de construcción, cuenta con todo lo necesario para satisfacer las necesidades de una familia moderna.El apartamento cuenta con 3 amplias alcobas, perfectas para alojar a una familia completa. Además, sus 2 baños permiten una mayor comodidad, especialmente en las horas de mayor afluencia en la mañana. Una característica que lo hace aún más atractivo es que admite mascotas, permitiendo que todos los miembros de la familia, incluso los de cuatro patas, puedan disfrutar del hogar juntos.El apartamento cuenta con una distribución inteligente y funcional, con armarios empotrados en las alcobas y en la zona de lavandería, para optimizar el espacio y mantener todo en orden. Además, cuenta con un hermoso balcón con vista panorámica, perfecto para relajarse y disfrutar del aire fresco de Pereira.La cocina es una de las joyas de este apartamento, ya que cuenta con una moderna barra estilo americano y una cocina integral equipada con todos los electrodomésticos necesarios. El calentador de agua y el gas domiciliario son otras de las comodidades que ofrece esta propiedad.El apartamento cuenta con acabados de alta calidad, con suelos de cerámica y mármol, doble ventana, y un diseño que permite una excelente ventila",[],4.8117685611714,-75.784911884135,,,,,,,,,,,,,,2026-08-03
"Casa en  Venta en Popular modelo, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-popular-modelo-pereira/192120876,192120876,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67cf25a93bcba_infocdn__achynegktp43008vtqshgjuicecsvzgjudwpnjaejpg.jpg,[],$ 490.000.000,4 Habs. 3 Baños 130 m²,"Casa en  venta en popular modelo, pereira","Casa enPereira, Risaralda",,Llamar,"Casa de dos plantas, ideal para inversion, el sector se presta para manejar rentas cortas por su ubicacion y zona estrategica, donde puedes encontrar restaurantes, supermercados, clinicas.Consta de 2 plantas , 4 habitaciones 3 baños, 2 cocinas, mas una amplia terraza en el tercer piso, la cual tambien tiene posibilidad de desarrollarse como otra planta.",[],4.8092946,-75.68175,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193575917,193575917,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69c86dde0aa9f_infocdn__gr200030120260221123634jpg.jpg,[],$ 1.250.000.000,2 Habs. 3 Baños 140 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",,Llamar,"¡Increíble oportunidad de inversión en Pereira, una de las ciudades más prósperas y en crecimiento de Colombia! Este moderno apartamento se encuentra en una excelente ubicación en la hermosa ciudad de Pereira, en el departamento de Risaralda. Con una superficie de terreno de 160 M2 y un área construida de 140 M2, esta propiedad ofrece un amplio espacio para toda tu familia.La propiedad tiene un área privada de 140 M2 y consta de 2 amplias alcobas y 3 baños modernos y elegantes. No tienes que preocuparte por el espacio de almacenamiento, ya que cuenta con prácticos y funcionales armarios empotrados para mantener tus pertenencias organizadas.Uno de los aspectos más destacados de esta propiedad es su impresionante vista panorámica que puedes disfrutar desde el balcón. Imagina despertar cada mañana y admirar la belleza natural de Pereira desde la comodidad de tu hogar.La cocina integral es espaciosa y está equipada con todos los electrodomésticos necesarios para preparar deliciosas comidas para tu familia y amigos. Además, no tendrás que preocuparte por los servicios básicos, ya que la propiedad cuenta con acceso a agua y gas domiciliario.En cuanto a las comodidades externas, este apartamento ofrece acceso pavimentado y una amplia área social para que puedas pasar tiempo con tus seres queridos. También cuenta con un parqueadero para tus invitados y un lugar designado para tus vehículos.La seguridad es una prioridad en esta urbanización cerrada,",[],4.8087174,-75.690601,,,,,,,,,,,,,,2026-08-03
"Lote en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193250536,193250536,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.695d8843258d1_infocdn__ycqqcdkre7vq2juri5rfshlcdovl1ljrvrdjcdcujpg.jpg,[],$ 397.900.000,1730 m²,"Lote en venta en cerritos, pereira","Lote enPereira, Risaralda",,Llamar,"Lote en Venta – Cerritos, PereiraSe vende espectacular lote de 1.730 m² ubicado en exclusivo condominio campestre en el sector de Cerritos, Pereira, con seguridad privada 24/7.Cuenta con topografía semi ondulada, ideal para el diseño de una casa moderna y armoniosa con el entorno natural.El condominio ofrece zona social completa: piscina, área BBQ, salón social y una hermosa vista hacia la cuenca del río Otún.Un espacio perfecto para quienes sueñan con vivir rodeados de naturaleza, fauna, flora y absoluta tranquilidad, sin renunciar al confort y la seguridad.Precio de venta: $397.900.000 COPIdeal para construir la casa de tus sueños en uno de los sectores más valorizados de Pereira.",[],4.7975942,-75.8469648,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/194008101,194008101,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5c3db6a9c3c_infocdn__gr-hermosa-casa-campestre-en-cerr-1784352452-8452-330jpeg.jpeg,[],$ 2.500.000.000,3 Habs. 5 Baños 400 m²,"Casa campestre en venta en cerritos, pereira","Casa Campestre enPereira, Risaralda",,Llamar,"En una de las ciudades más prósperas y atractivas de Colombia se encuentra esta increíble propiedad campestre, ubicada en la apacible ciudad de Pereira, en el departamento de Risaralda. Zona CerritosUna impresionante área de terreno de 1500 M2 rodeada de exuberante vegetación y espacios abiertos que te permitirán disfrutar de toda la tranquilidad y privacidad que buscas. Además, cuenta con una construcción de 400 M2 que te ofrece el espacio suficiente para disfrutar junto a tu familia y amigos.En su interior, cuenta con 3 amplias alcobas y 5 baños, lo que garantiza comodidad y confort para todos los miembros de la familia. Su diseño moderno y funcional incluye características internas que no podrás resistir, como el hecho de ser un inmueble que admite mascotas, baño auxiliar, baño en habitación principal, barra estilo americano en su amplia cocina tipo americano, un comedor auxiliar adicional, depósito y doble ventana que te permiten aprovechar al máximo la luz natural y la ventilación.Además, cuenta con una habitación servicio perfecta para alojar a las personas encargadas del cuidado de la propiedad y un hall de alcobas que te da acceso a todas las áreas de la casa. No se queda atrás en cuanto a tecnología y confort, ya que está completamente amoblado y cuenta con control térmico, conexión a internet y TV por cable. También tiene un práctico vestidor para mantener tus prendas organizadas y en perfecto estado.Pero eso no es todo, su exterior",[],4.8035767786928,-75.825293579565,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Condina, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/192614220,192614220,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.686d6b001ed0f_infocdn__4928-1-1752000548jpg.jpg,[],$ 235.000.000,3 Habs. 2 Baños 52 m²,"Apartamento en venta en condina, pereira","Apartamento enPereira, Risaralda",,Llamar,"Acogedor apartamento con 3 habitaciones y 2 baños en . Con 52 metros cuadrados, Parqueadero. es el lugar perfecto para ti. ¡No dejes pasar esta oportunidad! Contáctanos ahora para más información y agenda una visita.",[],4.7802351387027,-75.719532966614,,,,,,,,,,,,,,2026-08-03
"Bodega en venta en San jorge, Dosquebradas",https://www.fincaraiz.com.co/bodega-en-venta-en-san-jorge-dosquebradas/7300141,7300141,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/f3679699-b7c2-4750-9dac-28fe5a79c5e1/photos/f3679699-b7c2-4750-9dac-28fe5a79c5e1_1_True_e34ba1aa-df97-4890-a8c4-00160b0818a2.jpg,[],$ 580.000.000,1 Ambiente 2 Baños 380 m²,"Bodega en venta en san jorge, dosquebradas","Bodega enPereira, Risaralda",,Llamar,"¡Oportunidad de venta! Vendo 2 bodegas locales independientes ubicadas en un mismo lugar, cuenta con 380 metros cuadrados, lo que brinda un amplio espacio para tus necesidades comerciales o de almacenamiento, posee 2 baños para mayor comodidad. Estas bodegas tienen un estrato 3, lo que significa que disfrutarás de una ubicación conveniente y servicios adecuados. El precio de $ ***, No pierdas la oportunidad de establecer o expandir tu negocio en estas bodegas espaciosas. ¡Contáctanos hoy mismo para más detalles y organizar una visita!, aqui quedarás ubicado en pleno a pocas cuadras del Centro de Pereira.",[],4.82090473175049,-75.698371887207,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Pinares, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193663327,193663327,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e90b9a0a10f_infocdn__gr2004902820260422112725jpeg.jpeg,[],$ 1.600.000.000,6 Habs. 3 Baños 377 m²,"Casa en venta en pinares, pereira","Casa enPereira, Risaralda",,Llamar,"Se renta o se vende casa amplia de 3 niveles en Pinares, en el primer nivel están los parqueaderos con posibilidades de parqueo de 4 vehículo aproximadamente, un espacio amplio el cual sirve para adecuar una habitación, en el segundo nivel tiene 1 habitación, un balcón, sala, comedor, cocina integral, zona de ropas, habitación y baño del servicio y el tercer nivel cuánta con 3 habitaciones, dos baños y dos balcones.",[],4.80333184574,-75.688067078154,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Pinares, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193409923,193409923,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6996308e7329f_infocdn__pyspquba5gyitz0v0dyagn4ta3hodo7qf2lx3gnujpg.jpg,[],$ 520.000.000,1 Hab 2 Baños 78 m²,"Apartamento en venta en pinares, pereira","Apartamento enPereira, Risaralda",,Llamar,"Descubra este espacioso apartamento que redefine la vida urbana con un toque de exclusividad. Disfrute de impresionantes vistas panorámicas desde la comodidad de su hogar, complementadas por dos baños elegantemente diseñados. La amplia sala comedor ofrece una versatilidad excepcional, con la posibilidad de transformarse fácilmente en una segunda habitación, adaptándose perfectamente a sus necesidades. Ubicado en uno de los sectores más prestigiosos y codiciados de la ciudad, este inmueble le sitúa a pasos de una vibrante oferta de centros comerciales de primer nivel, exquisitos restaurantes y supermercados, garantizando una vida de comodidad y conveniencia inigualables.",[],4.8036533,-75.6839547,,,,,,,,,,,,,,2026-08-03
"Lote en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193250604,193250604,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.695d8dc928ca0_infocdn__mwzshvgtrhfjtd5iunwvnkgasrsk84uq3bh11nswjpg.jpg,[],$ 260.000.000,1130 m²,"Lote en venta en cerritos, pereira","Lote enPereira, Risaralda",,Llamar,"? Donde la naturaleza se convierte en hogar – Lote en Cerritos, PereiraImagina despertar cada día rodeado de verde, silencio y aire puro. Este hermoso lote de 1.130 m², ubicado en un exclusivo condominio campestre en Cerritos, te ofrece el espacio perfecto para construir la casa que siempre soñaste.Con topografía semi ondulada, una vista privilegiada hacia la cuenca del río Otún y un entorno lleno de fauna y flora, este lugar está pensado para quienes buscan tranquilidad, conexión con la naturaleza y calidad de vida.Disfruta de la seguridad de un condominio con vigilancia privada 24/7 y espacios diseñados para compartir momentos inolvidables: piscina, zona BBQ y salón social.Aquí no solo compras un lote…inviertes en paz, bienestar y felicidad.? Precio: $260.000.000 COP",[],4.7975942,-75.8469648,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Los alpes, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/192350605,192350605,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6819804e2b728_infocdn__sroywc1t2vmo4phahrbdon03wm6igiajg0sko2b3jpg.jpg,[],$ 570.000.000,3 Habs. 2 Baños 116 m²,"Apartamento en venta en los alpes, pereira","Apartamento enPereira, Risaralda",,Llamar,"VERTICAL SERVICIOS INMOBILIARIOS VENDE: Exclusivo apartamento en el codiciado sector de Los Alpes, una ubicación privilegiada que combina la tranquilidad residencial con la vibrante vida urbana. Disfrute de la comodidad de tener el Centro Comercial Arboleda a pocos pasos, así como acceso inmediato a prestigiosas clínicas y una amplia oferta de servicios. A tan solo 7 minutos de la emblemática Plaza de Bolívar, este inmueble ofrece una conectividad inmejorable, con fácil acceso a las principales vías y un excelente servicio de transporte público que garantiza desplazamientos ágiles y eficientes. Una oportunidad única para vivir o invertir en una de las zonas de mayor valorización y demanda.",[],4.8055416,-75.6916826,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Los alamos, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-los-alamos-pereira/193841056,193841056,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a569f03aacc2_infocdn__gr74459120260429121221jpeg.jpeg,[],$ 2.000.000.000,8 Habs. 5 Baños 374 m²,"Casa en venta en los alamos, pereira","Casa enPereira, Risaralda",,Llamar,"En Pereira, Risaralda, se encuentra esta impresionante casa en venta, ideal para aquellas personas que buscan un hogar con amplios espacios y comodidades. Con un área de terreno de 562 M2 y un área construida de 374 M2, esta propiedad ofrece un gran potencial tanto en tamaño como en ubicación.La casa cuenta con 8 amplias alcobas, 5 baños y un total de 3 garajes, lo que la hace perfecta para una familia grande o para personas que buscan un espacio adicional para invitados. Además, tiene una superficie privada de 374 M2, ofreciendo privacidad y tranquilidad a sus residentes.Una de las ventajas de esta propiedad es que admite mascotas, lo que la hace ideal para aquellos amantes de los animales. También cuenta con servicios básicos como agua, electricidad y gas domiciliario, lo que la convierte en un hogar funcional y cómodo.En el interior, encontrarás una casa acogedora y bien distribuida. Dispone de baño auxiliar, baño en habitación principal y una cocina integral de estilo moderno y funcional. Además, cuenta con características como calentador, doble ventana, habitación de servicio, hall de alcobas y zona de lavandería, haciéndola una propiedad práctica y adaptada a las necesidades de sus habitantes.La casa cuenta con acceso pavimentado y se encuentra en una zona social, con centros comerciales y parques cercanos, lo que la hace perfecta para aquellos que buscan un estilo de vida tranquilo, pero con todo a su alcance. También dispone de una cochera",[],4.7972245,-75.6900715,,,,,,,,,,,,,,2026-08-03
