Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"Apartamento en Venta en Cielo mar, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-cielo-mar-cartagena/193893483,193893483,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3573719fdd4_infocdn__gr-venta-apartamento-en-edificio-1781887126-9851-2134jpeg.jpeg,[],$ 700.000.000,1 Hab 2 Baños 70 m²,"Apartamento en venta en cielo mar, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,Oscar Cruz Realtor - Apartamento en Venta Edificio Dominique Cielo Mar Cartagena - Área: 70 Mts - Alcobas: 1Descubre una excelente oportunidad de inversión en uno de los sectores con mayor proyección y valorización de Cartagena. Este apartamento se encuentra completamente amoblado y listo para disfrutar o generar ingresos mediante rentas cortas.Características del inmueble:• 1 amplia alcoba• Baño privado• Walking closet• Sala – comedor• Cocina abierta integral con barra estilo americano• Baño social completo• Zona de labores• Terraza con vista exterior• Jacuzzi privado• 1 parqueadero• DepósitoSe vende completamente amoblado.Amenidades del condominio:• Piscinas para adultos y niños• Gimnasio totalmente equipado• Spa y zonas húmedas• Salón de juegos• Áreas sociales• Solárium• Salón social• Vigilancia 24 horas• Parqueaderos para visitantes,[],10.45699477492,-75.506665819364,2026-08-03
"Casa en Venta en Manga, Cartagena",https://www.fincaraiz.com.co/casa-en-venta-en-manga-cartagena/193705873,193705873,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69f8ff88266d5_infocdn__ore5oyouutycl4y9swjznato5sbmdgqigibmtq5ajpg.jpg,[],$ 1.300.000.000,4 Habs. 4 Baños 462 m²,"Casa en venta en manga, cartagena","Casa enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Bienvenido a este encantador rincón de Cartagena, en el prestigioso barrio de Manga. Esta hermosa casa, con más de 30 años de construcción, te cautivará desde el primer momento. Con cuatro amplias y confortables habitaciones, cuatro baños y dos cómodos parqueaderos, este inmueble ofrece un estilo de vida inigualable. Su generoso espacio de 462 metros cuadrados te brindará la oportunidad de disfrutar de una vida plena y relajante en una de las zonas más exclusivas de la ciudad amurallada. Imagina tus mañanas tomando el desayuno en el patio, o tus tardes disfrutando del aire fresco en el balcón. Esta propiedad es la combinación perfecta entre ubicación privilegiada, amplitud y confort. ¡No dejes pasar la oportunidad de hacer de esta casa tu hogar!",[],10.4119699,-75.5349485,2026-08-03
Apartamento en venta en Turbaco,https://www.fincaraiz.com.co/apartamento-en-venta-en-turbaco/10616195,10616195,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6764943e5396a_infocdn__gr32539120200918052848jpg.jpg,[],$ 360.000.000,3 Habs. 2 Baños 101 m²,Apartamento en venta en turbaco,"Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,COMODIDADES O CARACTERÍSTICAS DEL INMUEBLE:HABITACIONES: 3BAÑOS: 2COCINA: 1 SEMI ABIERTAZONA DE LABORES: 1ALCOBA Y BAÑO DE SERVICIO: 1BALCONGARAJE: 1COMODIDADES O CARACTERÍSTICAS DE LA COPROPIEDAD:PORTERÍAASCENSORSALÓN SOCIALPISCINAPLANTA ELÉCTRICA: PARA ZONAS COMUNES Y PASILLOSZONA DE PARQUEOGIMNASIOTANQUE DE RESERVA,[],10.364969203582,-75.452470779419,2026-08-03
"Lote en Venta en Barú, Cartagena",https://www.fincaraiz.com.co/lote-en-venta-en-baru-cartagena/193087600,193087600,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69fa431c790a1_infocdn__gr195746120251019092857jpeg.jpeg,[],$ 5.000.000.000,5000 m²,"Lote en venta en barú, cartagena","Lote enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"¡Esta es una oportunidad única de inversión en isla de Baru! Se trata de un lote de 7.750 M2 y 47 metros de Playa privada con todas las características necesarias para construir el proyecto de tus sueños. Ubicado en una de las islas más turísticas y hermosas de Colombia, con una vista panorámica que te dejará sin aliento.Una de las grandes ventajas de este lote es su conexión a servicios públicos como electricidad y gas domiciliario, lo que te permitirá construir sin preocuparte por la logística. Además, cuenta con un acceso directo desde una vía principal, lo que facilitará el transporte y la movilidad de tus futuros clientes o visitantes.Pero eso no es todo, este lote también tiene una gran riqueza en su entorno natural. Rodeado de árboles frutales, bosques nativos y zonas verdes, podrás sentir la tranquilidad y la armonía que ofrecen estos espacios. Y si buscas un poco de diversión y entretenimiento, en las cercanías encontrarás varias áreas turísticas que harán de tu estancia en Cartagena una experiencia inolvidable.Con una superficie amplia y variada, este lote te da la oportunidad de crear un proyecto que se adapte a tus necesidades y preferencias. Ya sea un complejo turístico, una finca familiar o cualquier otra idea que tengas en mente, aquí encontrarás el espacio perfecto para llevarla a cabo.No pierdas más tiempo y aprovecha esta gran oportunidad de inversión en una de las ciudades más hermosas de Colombia. Contáctanos ahora",[],10.162715440012,-75.652370452881,2026-08-03
"Apartamento en Venta en Cartagena de indias, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-cartagena-de-indias-cartagena/192609729,192609729,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69ebf991cc41b_infocdn__gr-venta-apartamento-altozanozona-1709220117-4972-9991jpg.jpg,[],$ 4.130.000.000,4 Habs. 5 Baños 243 m²,"Apartamento en venta en cartagena de indias, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"https://www.360filmico.com/asys/aptoaltozano/ALTOZANO es un proyecto que hace parte del complejo de SERENA DEL  MAR, está ubicado en un cerro en la planicie de esta misma, con vista privilegiada hacia la isla de estuario y hacia su campo de golf de 18 hoyos diseñados por Robert Trent Jones Jr.ALTOZANO es el escenario perfecto para momentos inolvidables con seres queridos, con diversión para todas las edades, contará con club houses, piscinas, jacuzzis, bar, zonas bbq entre otras amenidades que hacen de este, el lugar soñado.El apartamento tiene un área de 243 mts cuadrados, Terraza cubierta de 33.31 mts y terraza descubierta, ubicado en un 5o. Piso. El apto consta de:⁃ 3 dormitorios con baño privado. El principal con walking closet⁃ Sala / comedor amplia con mueble y espacio para bar.⁃ Cocina de lujo abierta⁃ Cuarto y baño de servicio⁃ Lavanderia independiente amplia con muebles⁃ Baño Social⁃ 2 terrazas (sala comedor y alcoba principal)⁃ Aire Acondicionado total independientes⁃ 2 parqueaderos independientes⁃ Depósito grande con aire acondicionado⁃ 2 aptos por piso.Cuenta con las siguientes mejoras:⁃ Cambio de pintura blanca de muros por pintura gris⁃ Iluminación cielo razo, parte social y cocina⁃ Cocina de lujo y lavaplatos⁃ Cambio del material del mesón de la cocina, muebles y accesorios : (platero, carro despensa, mueble condimentero, cajón aseo bajo lavaplatos, poceta y grifería de lujo.⁃ Baño prin",[],10.507264726067,-75.473885536194,2026-08-03
"Apartamento en Venta en El laguito, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-laguito-cartagena/193220620,193220620,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6a63fd08274_infocdn__gr43428120251219033601jpg.jpg,[],$ 400.000.000,2 Habs. 1 Baño 41 m²,"Apartamento en venta en el laguito, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"En venta, se encuentra este hermoso apartamento ubicado en la paradisíaca ciudad de Cartagena de Indias, en el departamento de Bolívar. Se trata de una excelente oportunidad para adquirir un inmueble en una de las zonas más turísticas y codiciadas de Colombia.Con una construcción de 41 M2, este apartamento cuenta con 2  alcobas y 1 baño, lo que lo convierte en una opción ideal para parejas o pequeñas familias. Sus características internas incluyen servicios básicos como agua, baño auxiliar, clósets, electricidad y gas domiciliario, garantizando así una vida cómoda y sin preocupaciones para sus futuros propietarios.Pero no solo su interior es atractivo, este apartamento también cuenta con una serie de características externas que lo hacen aún más atractivo. Entre ellas, se destacan su área social, perfecta para compartir con amigos y familiares, y un moderno ascensor para mayor comodidad y accesibilidad.Además, su ubicación privilegiada lo sitúa cerca de diversos parques, ideales para disfrutar del aire libre y actividades recreativas en familia o con amigos. Para aquellos que buscan relajarse, podrán hacer uso de la maravillosa piscina ubicada en las instalaciones del edificio.Seguridad y comodidad son aspectos primordiales en esta propiedad, por lo que cuenta con portería y recepción las 24 horas del día, vigilancia y un  salón comunal para reuniones y eventos. Además, su conveniente cercanía a áreas turísticas, restaurantes y playas, l",[],10.3948499,-75.5620673,2026-08-03
"Casa en Venta en Crespito, Cartagena",https://www.fincaraiz.com.co/casa-en-venta-en-crespito-cartagena/193741813,193741813,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a03988f68f6a_infocdn__9fd06e0b-3398-44f7-b0fc-757e3bf5b0a8.jpeg,[],$ 1.000.000.000,6 Habs. 6 Baños 330 m²,"Casa en venta en crespito, cartagena","Casa enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Casa hostal ,ubicada en zona cercana al aeropuerto ,consta de 6 habitaciones con baño y completamente dotadas para el funcionamiento de un hostal  ,cocina semi integral ,zona de ropas, terraza,la casa cuenta con depósito de agua ,dos cuartos bodegas en el patio ,planta telefónica,sistema de cámaras de seguridad  ***",[],10.4368678,-75.5199052,2026-08-03
"Apartamento en Venta en Manga, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-manga-cartagena/193741822,193741822,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a0398b2f1190_infocdn__b9337f66-1a24-418a-ad3c-6b6439747b76.jpeg,[],$ 3.300.000.000,3 Habs. 3 Baños 347 m²,"Apartamento en venta en manga, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Espectacular apartamento con excelente vista de frente a la bahía, consta de 3 alcobas con baños, 2 Baños sociales, 2 Balcones amplios con vista a la Bahía de manga, alcoba y baño se servicios, 4 parqueaderos independiente, locker, aires acondicionados y  cortinas ***",[],10.412991,-75.5419941,2026-08-03
"Apartamento en  Venta en El laguito, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-laguito-cartagena/192104671,192104671,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6810676807db1_infocdn__16929-1-1741223114jpg.jpg,[],$ 450.000.000,1 Hab 1 Baño 45 m²,"Apartamento en  venta en el laguito, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Se vende Apartamento  de USO MIXTO lo que permite las rentas cortas,  . Este acogedor apartamento cuenta con una amplia alcoba con closet, un baño elegante, una cocina integral equipada, una conveniente zona de lavado. Experimenta la comodidad y la belleza de este espacio único que combina la vida moderna con la serenidad de su entorno. Cerca a la playa, cerca a el sector gastronómico el laguito, zonas comerciales y turísticas, cerca a reconocida cadenas de restaurantes. Libre Jurídicamente.",[],10.3943187,-75.56129,2026-08-03
"Apartamento en Venta en 2. localidad de la virgen y turistica, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-2-localidad-de-la-virgen-y-turistica-cartagena/193620390,193620390,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69dc00980af41_infocdn__8xjhap9td0aebyohqkhblu3kkbwd6mjwxmxt0fcijpg.jpg,[],$ 1.100.000.000,2 Habs. 2 Baños 102 m²,"Apartamento en venta en 2. localidad de la virgen y turistica, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Descubra este espectacular apartamento en venta en Cielo Mar, Cartagena, Bolívar. Este inmueble moderno ofrece un estilo de vida de lujo con dos baños, un garaje, y vistas impresionantes al mar y la ciudad, combinando exclusividad con la comodidad de un entorno privilegiado.  El apartamento cuenta con una luminosa sala de estar con acceso directo que invita al relax y al ocio. La cocina integral, moderna y funcional, se conecta a un balcón, creando un espacio ideal para disfrutar de la brisa marina.  Disfrute de amenidades de lujo como amplias piscinas de borde infinito en la azotea y una terraza con jacuzzis. Los acabados incluyen pisos en baldosa/mármol y madera, una barra estilo americano y excelente ventilación natural, garantizando confort y sofisticación en cada rincón.  Esta propiedad representa una oportunidad única para residir en un apartamento con diseño contemporáneo y vistas panorámicas, ideal para quienes buscan vivir una experiencia excepcional en una de las zonas más atractivas de Cartagena.",[],10.4551263,-75.50656,2026-08-03
"Apartamento en Venta en Manzanillo, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-manzanillo-cartagena/192928994,192928994,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e0e932070e6_infocdn__gr-venta-apartamento-en-morros-eo-1759178077-1223-1091jpeg.jpeg,[],$ 1.380.000.000,2 Habs. 2 Baños 104 m²,"Apartamento en venta en manzanillo, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Oscar Cruz Realtor - Apartamento en venta en Morros EOS – Manzanillo en CartagenaÁrea: 104 m²Alcobas: 2Baños: 2Parqueadero: 1Estado: Semi–amoblado / AmobladoEn el exclusivo condominio Morros EOS, frente al mar en Manzanillo del Mar – Cartagena, se encuentra este espectacular apartamento de 104 m², diseñado con un estilo moderno y espacios funcionales:• Sala–comedor con cocina abierta integral• Terraza amplia con vista lateral al mar• 2 habitaciones (principal con baño privado)• 2 baños completos• Zona de labores• 1 parqueadero privadoOpciones de venta• $1.420.000.000 – Semi–amoblado, incluye: aires acondicionados, ventiladores, cortinas, calentador, lavadora-secadora, nevera, mueble depósito de la terraza y sofá de la sala.• $1.450.000.000 – Totalmente amoblado, listo para habitar o rentar.Amenidades del condominio• Acceso directo a la playa• Piscinas para adultos y niños• Jacuzzi y zonas húmedas• Gimnasio dotado• Salón social• Seguridad 24/7Ubicación estratégica: Morros EOS se encuentra en una de las zonas de mayor valorización de Cartagena, ideal tanto para uso vacacional como para inversión en renta turística.",[],10.523627402811,-75.496535603823,2026-08-03
"Apartamento en Venta en Serena del Mar, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-serena-del-mar-cartagena/192435182,192435182,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5a8c4399ebe_infocdn__gr1138891120240714094234jpg.jpg,[],$ 1.490.000.000,2 Habs. 2 Baños 87 m²,"Apartamento en venta en serena del mar, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,Apartamento Moderno para Estrenar87.5 m2- 2 habitaciones- 2 baños- ⁠Sala - Comedor- ⁠Balcon- ⁠Cocina Tipo AmericanaApartamento con vista lateral al marSalida a playa privada,[],10.4665994,-75.4998935,2026-08-03
"Apartamento en Venta en Manzanillo, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-manzanillo-cartagena/193955744,193955744,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4aebe2bc4df_infocdn__juq2oqirknrzqgvvjkorwi8wab0f6vs3modth609jpg.jpg,[],$ 520.000.000,2 Habs. 2 Baños 72 m²,"Apartamento en venta en manzanillo, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Descubra una oportunidad de inversión inigualable en Serena del Mar, Cartagena. Este hermoso apartamento no solo ofrece un estilo de vida excepcional, sino que también cuenta con una codiciada licencia de alquiler para estancias cortas, garantizando un retorno de inversión inmediato y atractivo. Ubicado en la zona de mayor crecimiento, proyección y valorización de Cartagena, disfrutará de la cercanía a las paradisíacas playas de Murallas y Manzanillo, a solo 500 metros de distancia.El conjunto residencial eleva la experiencia de vida con amenidades de tipo mundial, diseñadas para el máximo disfrute y confort. La conveniencia es clave, con el Centro Comercial Las Ramblas a solo 3 minutos y el futuro Centro Comercial Shopping Cristal, el más grande de Latinoamérica, a poca distancia. Además, el encanto histórico de Cartagena se encuentra a solo 20 minutos, ofreciendo un equilibrio perfecto entre modernidad y tradición. Este apartamento es la elección ideal para inversores astutos que buscan capitalizar el dinamismo del mercado inmobiliario caribeño.",[],10.5166182,-75.4915687,2026-08-03
"Apartaestudio en Venta en Serena del Mar, Cartagena",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-serena-del-mar-cartagena/193263574,193263574,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4844fd27d28_infocdn__1012-12-1768058634jpg.jpg,[],$ 430.000.000,1 Hab 2 Baños 54 m²,"Apartaestudio en venta en serena del mar, cartagena","Apartaestudio enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"En un exclusivo apartaestudio ubicado en una zona privilegiada, se encuentra este moderno espacio de 54 metros cuadrados con una distribución perfecta. Con 1 habitación, 2 baños y cocina integral, ofrece comodidad y funcionalidad. Cuenta con closet, gas natural, vista exterior e interior, sala-comedor, zona de ropas y vestier. Además, acceso para discapacitados, alarma, ascensor, gimnasio, piscina, sauna, parqueadero, vigilancia 24/7 y zonas recreativas. Ideal para quienes buscan un estilo de vida sofisticado y seguro. ¡Una oportunidad única para estrenar tu nuevo hogar!",[],10.507775470662,-75.467396881166,2026-08-03
"Apartamento en Venta en Castillogrande, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-castillogrande-cartagena/192990921,192990921,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68f181c42462d_infocdn__drgljajfqwyri92qayyllsh1gcnzrga1rsjni58ejpg.jpg,[],$ 860.000.000,4 Habs. 4 Baños 143 m²,"Apartamento en venta en castillogrande, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Descubra este excepcional apartamento en venta, ubicado en la prestigiosa zona de Castillogrande, Provincia de Cartagena, Bolívar. Con 143 m² de espacio privado, distribuidos en dos zonas. La principal cuenta con 113 m2 y la segunda en un aparta estudio independiente con 30 m2; este inmueble combina a la perfección el encanto clásico de sus áreas comunes con la modernidad de sus espacios habitables, ofreciendo una experiencia de vida distinguida en una ubicación privilegiada con 4 baños y zona de parqueo asignada.",[],10.3942723,-75.5516879,2026-08-03
"Apartamento en Venta en Castillogrande, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-castillogrande-cartagena/193038684,193038684,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69015fcce911b_infocdn__dh7300hghflfon67jjh7nafxroxuddbi794aeuzyjpg.jpg,[],$ 1.900.000.000,3 Habs. 4 Baños 195 m²,"Apartamento en venta en castillogrande, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Descubra un estilo de vida superior en este impresionante apartamento en venta, ubicado en el prestigioso sector Castillo Grande, Cartagena. Esta propiedad le ofrece un refugio de lujo y tranquilidad, combinando la elegancia clásica con toques modernos y destacando por sus amplias áreas de piscina, jacuzzi y espectaculares vistas al mar y la ciudad. Un espacio ideal para quienes buscan comodidad y distinción en uno de los sectores más deseados. Las áreas exteriores son un verdadero oasis, con modernas piscinas estilo tropical que incluyen dos cuerpos de agua, perfectas para relajarse. Disfrute de una gran terraza cubierta, ideal para el entretenimiento y rodeada de exuberante vegetación, ofreciendo un ambiente privado y sereno. La ventilación natural y las zonas verdes contribuyen a una atmósfera fresca y acogedora en todo el inmueble. En el interior, encontrará un apartamento que refleja un estilo clásico-moderno, con pasillos y entradas adornados con elegantes acabados y pisos en baldosa. La propiedad cuenta con 4 baños, un garaje y un ascensor, proporcionando todas las comodidades. Con una antigüedad de entre 16 y 30 años, ha sido mantenido con esmero para preservar su encanto. Esta es una oportunidad única de adquirir una propiedad excepcional en un entorno privilegiado.",[],10.3954262,-75.5545526,2026-08-03
"Apartamento en Venta en El laguito, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-laguito-cartagena/194026014,194026014,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6278aea7170_infocdn__portada-2jpg.jpg,[],$ 800.000.000,4 Habs. 3 Baños 120 m²,"Apartamento en venta en el laguito, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Con hermosas panorámicas al mar y al Laguito, a una cuadra de la playa, el apartamento está conformado por un espacio que actualmente funciona como Aparta estudio en un solo ambiente, con área de descanso, baño, sala, comedor, cocina y balcón grande, desde el cual podemos apreciar el Laguito y los atardeceres Cartageneros.    Cuenta con ventanal amplio con vista al mar.   Iluminado y ventilado.  Este y otra de las habitaciones, se rentan para turismo lo cual lo hace un inmueble con gran potencial de Inversión.Un área de Biblioteca, que da a un hall que conduce a tres amplias habitaciones. Una con baño interno, clóset,  las otras dos con baño compartido cada una con su clóset.  Todas con excelentes vistas al mar desde sus grandes ventanales. El Edificio ofrece Amenidades como Ascensores, Piscina y Servicio de portería 24/7.",[],10.3973373,-75.5628935,2026-08-03
"Apartamento en Venta en Bocagrande, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-bocagrande-cartagena/193428928,193428928,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.699ce6c127ced_infocdn__pvcw0nlyzy1zrf8kcqf3wigxcq516sgitqcmzildjpg.jpg,[],$ 910.000.000,1 Hab 1 Baño 67 m²,"Apartamento en venta en bocagrande, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Disfruta de este encantador apartamento con una vista privilegiada al mar, donde cada amanecer y atardecer se convierten en un espectáculo desde tu propio balcón.Ubicado en un edificio con amplias y modernas zonas comunes, ideales para el descanso y el disfrute, esta propiedad combina ubicación estratégica y alta valorización.Además, el edificio permite tanto vivirlo como destinarlo a rentas cortas, convirtiéndolo en una excelente oportunidad de inversión con alto potencial de rentabilidad.¡ Contáctanos para mas detalles y agenda tu visita!",[],10.4027235,-75.5565198,2026-08-03
"Casa en Venta en Providencia, Cartagena",https://www.fincaraiz.com.co/casa-en-venta-en-providencia-cartagena/193741526,193741526,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a0393fe04768_infocdn__7b11e18f-e43a-4cd6-8d8c-698467c465a5.jpeg,[],$ 164.000.000,2 Habs. 1 Baño 60 m²,"Casa en venta en providencia, cartagena","Casa enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Esta linda casa ideal para tu familia,calle peatonal, con rejas en las entrada ,birinda mayor seguridad. ***",[],10.3847093,-75.4628198,2026-08-03
"Lote en Venta en Arroyo grande, Cartagena",https://www.fincaraiz.com.co/lote-en-venta-en-arroyo-grande-cartagena/194021613,194021613,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a611f6d8429c_infocdn__bp9a8qtyszyg24xpaakzydhnyvzxu0cdcu6njfamjpg.jpg,[],$ 78.000.000,156 m²,"Lote en venta en arroyo grande, cartagena","Lote enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,Lotes desde ***frente al mar la mejor inversión futura lotes con medida desde 156 metro cuadrado ubicado en el kilómetro 26 arrollo las canoas nombre del condominio Porto mare frente al mar ...se inicia con el 20% y las demás cuotas sin interés asta 48 meses,[],10.64996,-75.39994,2026-08-03
"Apartamento en  Venta en Bocagrande, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-bocagrande-cartagena/191943228,191943228,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.679babc79ddc2_infocdn__qiiav9cpldz7hlmhx4hqq2xmtkimkugue9ksl4dcjpg.jpg,[],$ 1.090.000.000,1 Hab 1 Baño 73 m²,"Apartamento en  venta en bocagrande, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Disfruta de este encantador apartamento de lujo y comodidad con vista a la bahía de Cartagena en edificio con una salida directa a prestigioso centro comercial y frente a la playa de Bocagrande., cuenta con amplias zonas comunes y piscina con borde infinito con vista panorámica al mar.¡Contáctanos hoy para hacer realidad tu sueño de vivir frente al mar!",[],10.411173,-75.5512287,2026-08-03
"Apartamento en Venta en El laguito, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-laguito-cartagena/193499901,193499901,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4e673a7e6bd_infocdn__property-14484-1-1773326408-imagenjpg.jpg,[],$ 480.000.000,1 Hab 2 Baños 56 m²,"Apartamento en venta en el laguito, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Descubre esta exclusiva oportunidad de adquirir un elegante apartamento en venta en el prestigioso estrato 6 de Cartagena, Bolívar. Con una habitación principal, 2 baños completos, cocina equipada y una amplia área construida de 56.6m², este inmueble ofrece comodidad y estilo. Construido en 1980, cuenta con interiores que incluyen balcón, estudio y viene completamente amoblado. No pierdas la oportunidad de vivir en este encantador espacio. ¡Contáctanos para más información y agenda tu visita hoy mismo!",[],10.398120405338,-75.562054685113,2026-08-03
"Apartamento en  Arriendo en Barceloneta, Cartagena",https://www.fincaraiz.com.co/apartamento-en-arriendo-en-barceloneta-cartagena/191613781,191613781,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6cfe28b20c1_infocdn__50196f76-de83-426e-addf-3bbd79aeb2c9.png,[],$ 1.350.000.000,4 Habs. 5 Baños 204 m²,"Apartamento en  arriendo en barceloneta, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Este impresionante apartamento de 204 metros cuadrados ofrece un estilo de vida excepcional. Con cuatro habitaciones y cuatro baños más un baño social, cada rincón está diseñado para tu comodidad. La joya del lugar es su espectacular piscina, perfecta para relajarte y disfrutar del clima caribeño. Ubicado en un exclusivo conjunto cerrado en Barceloneta, este condominio te brinda seguridad y tranquilidad, además de acceso a las mejores comodidades. ¡No pierdas la oportunidad de vivir en este paraíso! 1353-68",[],10.3932277,-75.4832311,2026-08-03
"Apartamento en Venta en Manzanillo, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-manzanillo-cartagena/193170500,193170500,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6979778d93171_infocdn__7adbhcpbhkgcmlkmvdje9vowtuzkubktmctfqzvejpg.jpg,[],$ 980.000.000,2 Habs. 2 Baños 76 m²,"Apartamento en venta en manzanillo, cartagena","Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Estrena este apartamento de 1 habitación más estudio + deposito en los morros de manzanillo con vista al mar, disfruta de sus hermosas y excelentes amenidades estilo Resort con el encanto de salir y disfrutar el estilo de ir directo a la playa privada por concesión otorgada de la Dimar.",[],10.5189825,-75.4956666,2026-08-03
Apartamento en Venta en Cartagena,https://www.fincaraiz.com.co/apartamento-en-venta-en-cartagena/193330506,193330506,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69797e5a7a2c1_infocdn__wuzm6ykmndt7bzqktno9naegufvbzathtabixugvjpg.jpg,[],$ 5.800.000.000,4 Habs. 4 Baños 440 m²,Apartamento en venta en cartagena,"Apartamento enCartagena, Bolivar",,Llamar,,,,,,,,,,,,,,"Disfruta de la vista al mar desde este encantador apartamento de cuatro pisos + terraza, el apartamento cuenta con cuatro habitaciones y cuatro baños, una sala de estar amplia junto a la cocina en un solo concepto abierto, doble balcón ambos con vista al mar y con un jacuzzi privado.Contáctanos para enviarte más información acerca de esta propiedad.",[],10.410942540605,-75.551521565485,2026-08-03
