Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"Apartamento en  Venta en Ciudad capri, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-capri-cali/191990897,191990897,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5688fcda75a_infocdn__gr33618420201124114419jpg.jpg,[],$ 230.000.000,2 Habs. 2 Baños 88 m²,"Apartamento en  venta en ciudad capri, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,LEO se vende apartamento en capri de 89 m2 cuarto piso sin ascensor sala comedor cocina integral zona de oficios dos habitaciones estudio dos baños parqueadero propio zonas comunes piscina para niños y para adultos parque infantil salon social vigilancia las 24 horas,[],3.3934546,-76.543613,2026-08-03
"Apartamento en Venta en Normandia, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-normandia-cali/192745951,192745951,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4ebf05e64cc_infocdn__gr15157920250812065910jpg.jpg,[],$ 590.000.000,2 Habs. 3 Baños 92 m²,"Apartamento en venta en normandia, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"¡No busques más! Aquí tienes la oportunidad de adquirir un increíble apartamento en la hermosa ciudad de Cali. Este inmueble cuenta con un área total de 92 M2,  brindándole un espacio amplio y cómodo para ud y tu familia.El apartamento es duplex, está totalmente remodelado con excelentes acabados en un estilo moderno y funcional donde podrás encontrar en su primer nivel  un baño social, una cocina abierta con barra estilo americano, que le dan un toque elegante y práctico al espacio seguida por la sala comedor y un balcon con inigualable vista. En el segundo nivel estan 2 alcobas, la principal con amplio vestier y baño y la segunda alcoba tiene baño y closet. También  cuenta el apto con 2 parqueaderos en  linea, un deposito o bodega,  calentador, citófono y una zona de lavandería.Disfruta de una vista panorámica desde el balcón de tu apartamento, mientras respiras aire fresco y recargas energías. Además, cuenta con tres aires acondicionado en las dos alcobas y en la sala comedor para mantener una temperatura agradable durante todo el año.Aprovecha esta oportunidad única de tener un espacio propio en la encantadora ciudad de Cali, con todas las comodidades y facilidades que necesitas para vivir cómoda y placenteramente en un apartaestudio que puedes hacer tuyo. ¡Contácta  ahora a PIEDAD SALAZAR  ***  y no dejes pasar esta oportunidad!",[],3.4564748,-76.5385326,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193710105,193710105,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a2322d874dcb_infocdn__69efe82c3b18cjpg.jpg,[],$ 250.000.000,2 Habs. 2 Baños 55 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,Vendo Apartamento remodelado en valle de lili ubicado en un tercer piso sin ascensor . Area 55M2 en zona residencial  alado de parques esquinero.  Cuenta con 2 habitaciones  mas opcion de cerrar para una tercera habitación.  2 baños completos cocina remodelada. Gradas amplias de acceso.  Balcón con vista al parque a la zona verde. La unidad cuenta con porteria vigilancia y lobby 24/7. Zonas verdes.  Cancha múltiple. Piscina de adultos y niños juegos infantiles salón o Kiosko social  libre de deudas,[],3.3725915,-76.51468,2026-08-03
"Apartamento en Venta en Cachipay, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-cachipay-cali/193407396,193407396,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69c2bc48a9890_infocdn__9191041-1-1771425345jpg.jpg,[],$ 230.000.000,3 Habs. 2 Baños 59 m²,"Apartamento en venta en cachipay, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"VIVE DONDE TODO ESTÁ CRECIENDO (Y TU INVERSIÓN TAMBIÉN)Apartamento en Conjunto Residencial La Arboleda, piso 6, en el corazón de Bochalema – sector Hacienda Cachipay.59 m² perfectamente distribuidos para quienes quieren independencia, comodidad y valorización inteligente.- Sala comedor con balcón que conecta con la brisa del sur- Cocina integral abierta (moderna y funcional, como hoy se vive)- Zona de oficios independiente- Hall de alcobas- Alcoba principal con clóset y baño privado- Dos alcobas auxiliares con clóset- Baño de alcobasZonas comunes diseñadas para disfrutar sin salir de casa:- Piscina- Salón social- Juegos infantiles- Parqueadero comunitarioEs ideal para:- Familia joven que quiere empezar bien- Inversionista que entiende el crecimiento del sur- Persona que quiere independizarse sin pagar precios inflados de sectores ya consolidadosEn la zona de expansión no se compra lo que es…Se compra lo que será. Y este sector va en esa dirección.",[],3.3521615148285,-76.500995559294,2026-08-03
"Apartamento en Venta en Miraflores, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-miraflores-cali/193912794,193912794,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3cded93bcaa_infocdn__9191464-1-1782325103jpg.jpg,[],$ 340.000.000,3 Habs. 2 Baños 138 m²,"Apartamento en venta en miraflores, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Vive el encanto de Miraflores con vista, brisa y tradiciónEn el tradicional barrio Miraflores de Cali, en el sector de Siete Esquinas y a tan solo unas cuadras de la Avenida Circunvalar, te presentamos este acogedor apartamento de 138 m², ubicado en el piso 2 en Propiedad HorizontalSu distribución combina funcionalidad:Sala comedor amplia  con excelente iluminación natural.- Cocina Integral y zona de oficios.- Alcoba principal con baño privado, clóset y balcon- Dos Alcoba auxiliar con clóset y baño de alcobas.- Sin ParqueaderoVivir en Miraflores es disfrutar de un clima fresco y agradable, gracias a la brisa de los cerros que envuelve el sector, además de su ubicación privilegiada, muy cerca de restaurantes, cafés, sitios culturales y turísticos. Su fácil acceso y cercanía al transporte público lo convierten en una excelente opción para quienes buscan, ubicación y un clima diferente.Una oportunidad para vivir en el corazón de Cali.",[],3.4407363433669,-76.54339060792,2026-08-03
"Casa en Venta en El Guabito, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-el-guabito-cali/193820420,193820420,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a67b88a526ed_infocdn__whatsapp-image-2026-06-02-at-125855-pm-1780423360-11r4cujpeg.jpeg,[],$ 315.000.000,4 Habs. 3 Baños 46 m²,"Casa en venta en el guabito, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Casa de 4 pisos, ubicada en el barrio brisas del guabito, en la cuidad de cali. Cuenta con 4 pisos, 4 habitacion, habitacion principal con balcon, 3 baños, cocina, una hermosa sala, patio y una gran tina con funcionamiento en el 4 piso.",[],3.4660911,-76.4880774,2026-08-03
"Casa en Venta en El bosque, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-el-bosque-cali/193870943,193870943,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4fda469b35e_infocdn__img-1327-1780616333-wjwcrljpg.jpg,[],$ 750.000.000,8 Habs. 3 Baños 334 m²,"Casa en venta en el bosque, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Descubra esta amplia casa de 334 m² ubicada en el exclusivo sector de Colinas del Bosque, ideal para familias que valoran la comodidad y la versatilidad de los espacios. Con una distribución excepcional en tres niveles, esta propiedad ofrece un ambiente perfecto para disfrutar de la vida en familia.La propiedad cuenta con garaje electrico privado, sala comedor, cocina semi integral, atico, salon de juegos, sala de star, 2 balcones, 8 habitaciones, 3 baños, tanque para reserva de agua y un jardin tan grande para disfrutar de momentos familiares, reuniones, la propiedad cuenta con mucha iluminacion y ventilacion.",[],3.4871217,-76.5324537,2026-08-03
"Casa en Venta en La floresta, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-la-floresta-cali/193669745,193669745,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a512cb319c08_infocdn__gr33618720260423041125jpeg.jpeg,[],$ 260.000.000,4 Habs. 2 Baños 93 m²,"Casa en venta en la floresta, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"SG - SE VENDE Primer piso de una Casa Esquinera,  ubicada en el barrio la Floresta. Consta de 2 apartamentos muy bien distribuidos , cada uno de ellos tiene 2 habitaciones , cocina , baño , sala comedor.",[],3.4440094832534,-76.51439067473,2026-08-03
"Edificio en  Venta en Menga, Cali",https://www.fincaraiz.com.co/edificio-en-venta-en-menga-cali/192129622,192129622,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef33bd9a40_infocdn__gr33618520250312040602jpg.jpg,[],$ 700.000.000,7 Habs. 4 Baños 240 m²,"Edificio en  venta en menga, cali","Edificio enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"GE Edificio moderno en menga (estrato 2) de 4 pisos, conta de 3 apartamentos de 2 habitaciones y 1 apartaestudio PH con vista al cerro. Renta $4.200.000 libres.",[],3.4886774,-76.5284715,2026-08-03
Apartamento en  Venta en Jamundí,https://www.fincaraiz.com.co/apartamento-en-venta-en-jamundi/191858068,191858068,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a638c58dbde0_infocdn__gr-se-vende-apartamento-en-los-na-1736438738-6023-1831jpeg.jpeg,[],$ 175.000.000,2 Habs. 2 Baños 63 m²,Apartamento en  venta en jamundí,"Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"JV Este espectacular apartamento para vender se encuentra ubicado en una de las zonas más exclusivas de Jamundí Con un área de terreno de sesenta y tres metros cuadrados, cuenta con una distribución interna perfecta, Ideal para una familia pequeña o parejas que deseen disfrutar de un espacio cómodo y acogedor. Al ingresar al apartamento, serás recibido por una amplia sala de estar con un balcón que te brindará una vista panorámica de la ciudad. Cuenta con dos alcobas, posibilidad de tercera, perfectas para descansar después de un largo día de trabajo, la principal con baño y armario  empotrados que ofrecen un amplio espacio de almacenamiento. Además, dispone de un baño auxiliar para mayor comodidad de tus visitantes. La cocina de estilo americano se encuentra completamente equipada con una cómoda barra que no solo te permitirá compartir momentos con tus seres queridos, sino que también te brindará suficiente espacio mientras cocinas. El apartamento cuenta con un estudio/biblioteca ideal para trabajar desde casa o para el disfrute de tus hobbies. Este inmueble es perfecto para familias con mascotas, ya que admite su presencia. También cuenta con hall de alcobas, clósets y está completamente reformado, en excelentes condiciones para que puedas mudarte de inmediato. Las características externas de este apartamento son igualmente impresionantes. Se encuentra en un acceso pavimentado, rodeado de áreas verdes y árboles frutales, lo que te hará sentir en co",[],3.2822070217938,-76.53963356198,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193801165,193801165,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a16065af3f6b_infocdn__u7b4mrfrqxyp1m7w7pyesy5bosjoloeqeueuyrywjpg.jpg,[],$ 238.000.000,3 Habs. 2 Baños 60 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,VENDO APARTAMENTO EN VALLE DEL LILI ANTES DE CIUDAD MELÉNDEZÁrea 60 metrosPiso 103 alcobas2 bañosBalcónParqueadero comunalEstrato 4Cocina nuevaLinda vistaLibre de deudas.Precio $238 millonesCel: ***.,[],3.3699469,-76.5265024,2026-08-03
"Apartamento en Venta en Pance, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-pance-cali/193404768,193404768,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef724c6016_infocdn__gr33618120260217022128jpg.jpg,[],$ 799.000.000,3 Habs. 4 Baños 144 m²,"Apartamento en venta en pance, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"GE Apartamento de 144mt2 en 3er piso en condominio, sala comedor, balcon, cocina americana, zona de oficios, baño social, 3 habitaciones todas con baño, la principal con vestier, sala de television o estudio, 2 parqueaderos y deposito. Condominio con piscinas, salon social y juegos infantiles. LIBRE DE DEUDAS.",[],3.4516467,-76.5319854,2026-08-03
"Apartamento en Venta en Santa monica, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-monica-cali/191465339,191465339,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a512b10f3453_infocdn__gr33618620240912103212jpg.jpg,[],$ 2.189.132.500,3 Habs. 3 Baños 217 m²,"Apartamento en venta en santa monica, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"SG - Excelente apartamento Ubicado en el exclusivo sector de Santa Mónica residencial, a 5 minutos de chipichape, cercano a clínicas, colegios, iglesias y restaurantes,  consta de 3 habitaciones cada una con baño, la principal con vestier, Sala Comedor Baño Social Zona de entretenimiento Hall de habitaciones Balcón en L,  cocina Diseño italiano Mesones en Quarstone Carpintería en blanco Gasomésticos Iluminación indirecta, Parqueaderos privado y de visitantes, depósito,  7 Cuartos de Hobbies – Portería tipo Lobby – Cuarto de juegos para niños, 2 Ascensores con vista panorámica – Salón de conductores, Torre de 10 pisos con 18 lujosos apartamentos. Piscina adultos y niños Baño Turco Gimnasio dotado* Zona de asoleadoras Turco Zona BBQ Salón de eventos y reuniones",[],3.4883074,-76.5318931,2026-08-03
"Casa en Venta en Sur, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-sur-cali/193589915,193589915,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a34d874f22b5_infocdn__7qrv2wlsg4tci4l0opro05frf26vcfuprrkqmhtfjpg.jpg,[],$ 2.700.000.000,5 Habs. 5 Baños 680 m²,"Casa en venta en sur, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Arriendo casa Amoblada en pance en Condominio campestre con cendero ecologico cuenta con vigilancia 24hrla casa consta de:1 piso,cocina integralsala comedorzona de oficios alcoba de serviciooficina1 baño socialpiscina, turco, terraza con zona bbq privada2 piso:4 alcobas con baño privado y clósetAlcoba principal con Jacuzzi vestiersala entre alcobasbalcónesparqueadero 4 carrosprecio renta amoblada $15'000.000precio venta $2'700.000.000",[],3.3124031,-76.5365003,2026-08-03
"Casa en  Venta en Pance, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-pance-cali/191394449,191394449,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4707957a108_infocdn__gr1138891120240915085953jpeg.jpeg,[],$ 2.400.000.000,3 Habs. 4 Baños 300 m²,"Casa en  venta en pance, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Casa Moderna con Amplios Espacios VerdesÁrea lote 500 mtsÁrea construida : 300 mtsSegundo Piso- 3 habitaciones todas con baño. La principal y una habicon vestier al igual que uno de los  cuartos auxiliares . Todos los cuartos tienen Aire Acondicionado y blackouts- Sala de TVPrimer Piso- Terraza exterior con vista a Zona Verde- ⁠Amplia Zona Verde- Estudio- Baño Social- Sala - Comedor- Cocina abierta- Cuarto y baño de servicio- 3 Parqueaderos- 1 depósitoUnidad con zonas verdes, parqueaderos de visitantes internos, piscina, zona humeda, salon social, cancha de tenis, senderos, seguridad 7x24",[],3.3219774,-76.5478052,2026-08-03
Casa en  Venta en Cali,https://www.fincaraiz.com.co/casa-en-venta-en-cali/191549967,191549967,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6866ca375f4cc_infocdn__4239-1-1745860596jpg.jpg,[],$ 1.120.000.000,5 Habs. 4 Baños 525 m²,Casa en  venta en cali,"Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"SE VENDE EXCELENTE CASA COMERCIAL EN EL NORTE DE CALI, ubicada estratégicamente en el exclusivo barrio Santa Mónica Residencial. Esta propiedad es ideal para desarrollar un ambicioso proyecto comercial, ofreciendo una versatilidad inigualable. Actualmente, la casa se distribuye inteligentemente con un garaje cubierto, baño social, una espaciosa sala principal y una sala auxiliar que brindan múltiples ambientes. Cuenta con una cocina tradicional, zona de oficios, un encantador patio interior cubierto y un amplio patio de ropas. Dispone de cinco cómodas alcobas, incluyendo un cuarto de servicio con baño privado, una sala de televisión perfecta para el entretenimiento, un baño de alcobas y una generosa terraza, ideal para expansión o disfrute al aire libre. Una oportunidad única para inversionistas con visión.",[],3.457703,-76.5172038,2026-08-03
"Casa en Venta en Pance, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-pance-cali/192911687,192911687,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20251002201202.png,[],$ 1.450.000.000,4 Habs. 5 Baños 400 m²,"Casa en venta en pance, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Descubra la casa de sus sueños en Pance, un exclusivo condominio de solo 12 residencias que ofrece privacidad y un estilo de vida inigualable. Esta magnífica propiedad se asienta sobre un lote de 700 m², con una construcción de 400 m².Desde el momento en que llega, será recibido por un amplio parqueadero con capacidad para 4 vehículos. El primer piso deslumbra con una espaciosa sala y comedor, una cocina moderna equipada con alacenas de alta calidad, una práctica zona de oficios, y un cuarto de servicio con baño. Además, cuenta con una oficina privada, un baño social y un ingenioso espacio de almacenamiento bajo la escalera. Disfrute de un amplio estadero que se integra armoniosamente al jardín y a una vasta zona verde, ideal para el entretenimiento y la relajación.El segundo piso es un santuario de confort, con un área de TV o sala auxiliar perfecta para el esparcimiento familiar. Dos habitaciones comparten un baño elegantemente diseñado, mientras que otra habitación adicional cuenta con su propio baño privado. Todas las habitaciones están equipadas con amplios clósets. La suite principal es un verdadero oasis, con un generoso vestier, clóset y un espacioso baño, complementado por un área adicional que puede adaptarse como sala de TV privada o cualquier otro destino según sus necesidades.La administración, con un valor de $1.400.000, incluye gas, agua potable, mantenimiento del prado y el servicio de una planta eléctrica que garantiza energía para toda la casa, brindándole tranquilidad y comodidad.Esta propiedad, con un precio de $1.450.000.000, se encuentra en un terreno totalmente plano dentro de un condominio consolidado, con infraestructura vial de primera y todos los servicios públicos. El conjunto ofrece portería, una refrescante piscina para adultos y niños, una cancha recreativa de microfútbol y una moderna unidad de almacenamiento de residuos (UAR). Los espacios son amplios, con acabados de la más alta calidad y un entorno natural que invita a la serenidad.La ubicación es insuperable, con múltiples vías de acceso como la Avenida La María, Avenida El Banco, Callejón de las Chuchas, vía La Buitrera y Avenida Cañasgordas. Disfrute de la cercanía a prestigiosos colegios, universidades, clínicas (Fundación Valle del Lili, Imbanaco Ciudad Jardín, Sanitas, Sura), centros médicos, laboratorios clínicos, zonas de comercio, restaurantes, centros comerciales (Jardín Plaza y Unicentro a solo 25 minutos), notarías y clubes sociales. Todo esto, en un clima aún más fresco y con aire puro, que eleva su calidad de vida.",[],3.3323675,-76.542815,2026-08-03
"Apartamento en Venta en Santa monica, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-monica-cali/193743402,193743402,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a395ca826e6c_infocdn__6a03bfec7288ajpg.jpg,[],$ 550.000.000,3 Habs. 3 Baños 158 m²,"Apartamento en venta en santa monica, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"APARTAMENTO TOTALMENTE REMODELADO B/ SANTA MÓNICA RESIDENCIAL Vivir con amplitud, comodidad y una energía hermosa sí es posible. Este espectacular apartamento remodelado de 150 m², ubicado en una de las zonas más exclusivas y tranquilas del norte, fue pensado para familias que valoran los espacios generosos Cuenta con: 3 amplias alcobas 3 baños  1 parqueadero  Moderna cocina remodelada con isla Espacios amplios, iluminados y frescos Excelente distribución y ambientes acogedores Jacuzzi ideal para relajarse y disfrutar en casa  Ubicación privilegiada en Santa Mónica ResidencialCada rincón de este apartamento transmite armonía, confort y elegancia. Su remodelación le da un estilo moderno y funcional, perfecto para quienes desean mudarse a un hogar listo para disfrutar. Ideal para familias que buscan vivir en el norte, en un apartamento amplio, remodelado y con una sensación de hogar realmente especial.",[],3.4722439,-76.5274092,2026-08-03
"Casa en  Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-ciudad-jardin-cali/191592557,191592557,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6716aad5ddf3a_infocdn__xillxsu7oiuk34mh6cm0vgdwpbt6rlborum5wlavjpg.jpg,[],$ 1.250.000.000,3 Habs. 3 Baños 280 m²,"Casa en  venta en ciudad jardin, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"En Ciudad Jardín Esta espectacular casa esquinera es la definición de elegancia y confort. Con acabados de lujo, amplios espacios y una ubicación privilegiada, disfrutarás de 4 garajes, jardines, sala, comedor, cocina gourmet y 3 habitaciones principales con baño y walk-in closet. Ubicada en una de las zonas más exclusivas de la ciudad, esta propiedad te ofrece una calidad de vida inigualable. Pisos en mármol, vitrales y techos altos realzan su belleza. ¡No pierdas la oportunidad de vivir en uno de los mejores sectores de Ciudad Jardín! Contáctame hoy y agenda una visita!",[],3.3648742,-76.5372893,2026-08-03
"Apartamento en Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-jardin-cali/193576480,193576480,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69c898e8836c9_infocdn__4eqdaffqbch9xicygcrnzpceirnajsaaachtly7xjpg.jpg,[],$ 940.000.000,3 Habs. 4 Baños 143 m²,"Apartamento en venta en ciudad jardin, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,VENDO EspectacularApartamento  en  Exclusivo Condominio en Ciudad JardínPiso  Intermedio  AltoVista  a Los Farallones y a la CiudadÁrea: 143.1 M2 + Balcón de 14 M2Cocina IntegralSalaComedorSala de T.VEstudio3 habitaciones  con bañoCada unaLa Habitación Ppal con Vestier y SalaBaño socialZona de ropaEdificio Con Solarium y vista  a Cali 360 grados. Gimnasiobarbillarsalón de juegos para niños en primer pisoPiscinasSaunaTurcoJuegos infantileslobby a la EntradaParqueaderos de visitantes2 parqueaderosParalelosDepósitoPrecio: 940 mlls,[],3.3647946,-76.5372525,2026-08-03
"Casa en venta en El Castillo, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-el-castillo-cali/11021898,11021898,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69fb933c77beb_infocdn__c569e517-b82d-49b3-bb5c-bec899b9a1c7.jpeg,[],$ 450.000.000,3 Habs. 3 Baños 93 m²,"Casa en venta en el castillo, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"ARTEMO Y BIENES SAS, VENDE GRAN OPORTUNIDAD!  CON EXCELENTE PRECIO, CASA EN OBRA GRIS EN EL CR GIRASOLES DEL CASTILLO. CASA DE DOS PISOS CON 3 HABITACIONES, PRINCIPAL CON BAÑO Y VESTIER, BAÑO DE ALCOBAS, BAÑO SOCIAL EN PRIMER PISO, COCINA, ZONA DE OFICIOS, SALA COMEDOR, AMPLIO PATIO Y PARQUEADERO PARA DOS CARRO. SON CASAS BIOCLIMÁTICAS. EL CONDOMINIO TIENE AMPLIAS ZONAS VERDES, PISCINA ADULTOS Y NIÑOS, SALÓN SOCIAL, ZONA DE MASCOTAS, JUEGOS PARA NIÑOS. ENTORNO EL CASTILLO GIRASOLES SECTOR CAMPESTRE VÍA CALI, JAMUNDÍ A 15 MIN DE JARDÍN PLAZA CUENTA CON CENTRO COMERCIAL, IGLESIA, GIMNASIO PARA MASCOTAS, PARQUES, ESTACIONES BIOSALUDABLES PARA EJERCICIO AL AIRE LIBRE, GENEROSAS ZONAS VERDES Y NATURALEZA, SENDEROS ECOLÓGICOS TERMÍNELA A SU GUSTO. ***",[],3.2819765,-76.5149613,2026-08-03
"Apartamento en Venta en La flora, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-flora-cali/193362841,193362841,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e2f15e8f061_infocdn__3bc0e403-0c1a-40f5-9afd-37e9626489bf.jpeg,[],$ 670.000.000,6 Habs. 6 Baños 308 m²,"Apartamento en venta en la flora, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Oportunidad de Inversión en el Norte de Cali!¡Vive en uno y renta el otro! Ponemos a tu disposición esta propiedad con dos apartamentos independientes, ubicada en una zona privilegiada del norte con conectividad inmejorable y rápidas vías de acceso.Apartamento 1 Nivel 1 Espacios generosos para sala y comedor, 3 habitaciones con closets, zona de ropas, cuarto de servicio con baño, antejardín y garaje privado.Apartamento 2 Nivel 2 Con acceso privado, cuenta con 3 amplias habitaciones, 3 baños, cocina y área de servicio.Es la propiedad perfecta para quienes buscan una vivienda espaciosa y una fuente de ingresos fija al mismo tiempo.  ***",[],3.4836807,-76.5214948,2026-08-03
"Apartamento en Venta en Prados del limonar, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-prados-del-limonar-cali/194008661,194008661,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5d10c47768d_infocdn__gr101484720260719120659jpeg.jpeg,[],$ 380.000.000,3 Habs. 2 Baños 78 m²,"Apartamento en venta en prados del limonar, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"VENDO APARTAMENTO PISO 5 CON ASCENSOR EN PRADOS DEL LIMONAR (A.M) CW:Vendo lindo apartamento el cual cuenta con sala-comedor, baño social, 3 habitaciones con closet (Principal con baño privado), cocina integral, zona de ropas independiente y parqueadero propio doble lineal.La unidad cuenta con Piscina para adultos y niños, juegos infantiles, Gimnasio, ascensor, cancha de futbol, parqueadero interno para visitantes y vigilancia 24/7.",[],3.3899431036791,-76.529237192242,2026-08-03
"Local en venta en Prados del norte, Cali",https://www.fincaraiz.com.co/local-en-venta-en-prados-del-norte-cali/10922146,10922146,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/87aba832-cae9-452e-8d2c-4341630d7653/photos/87aba832-cae9-452e-8d2c-4341630d7653_1_True_c175e8b8-ec74-4415-9424-15d561376199.jpg,[],$ 5.900.000.000,1 Ambiente 1023 m²,"Local en venta en prados del norte, cali","Local Comercial enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Local Comercial Esquinero con Area de 1023 Metros, Ubicado Norte de Cali, Con Frente Sobre la AV. 3a NTE Con Cra 36. Antiguo Almacen Olimpica, en la Comuna número 2 La Flora, en el Barrio Prados del Norte. La comuna 2 de La Flora se encuentra ubicada en el noroeste de la zona urbana de la ciudad de Cali, donde limita al norte con el municipio de Yumbo, al oriente con las comunas 6 y 4, con la comuna 1 al occidente y al sur con la comuna 3 y 19 que corresponden al centro de la ciudad. A su alrededor se encuentran múltiples sitios de interés, tales como los centros comerciales Centenario, Chipichape, La Pasarela y Pacific Mall. Clínicas y Hospitales como Versalles, La Campiña, Sebastián de Belalcázar, Occidente y DIME, junto a sitios importantes como el Museo de Arte Moderno La Tertulia, Parque Versalles, Parque de las Caracolas, Centro de Eventos Alférez Real, El Monumento a la Solidaridad y el Zoológico de Cali. Ideal Supermercados, Centro de Salud, Serviteca, Institucion Educativa, IPS, Asesor: Carlos Ortiz E mail:[email protected]",[],3.4767223,-76.5213648,2026-08-03
