Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193667523,193667523,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69ea3cd958596_infocdn__zgvpifzkgvdqmsjjewaho2dod9fp3bn8rangwoujjpg.jpg,[],$ 730.000.000,3 Habs. 2 Baños 85 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Prointegral,Llamar,"Apartamento en venta en unidad cerrada. Ubicado sector muy tranquilo de poco flujo vehicular con fácil acceso desde vía principal, conexión a servicios complementarios y rutas de transporte público. Cuenta con piso en cerámica, puerta de seguridad, sala y comedor independiente, 3 alcobas con closet, baño en alcoba principal, baño social, cocina integral abierta tipo americano, zona de ropas, balcón y parqueadero independiente descubierto. Conjunto cerrado con ascensores, piscina, salón social, parques infantiles, zonas verdes, vigilancia y portería 24 horas, citófono y circuito cerrado de TV. Inmuebles sujetos a verificación de disponibilidad.",[],6.1979159,-75.5742301,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193508945,193508945,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6e705a3e217_infocdn__a1a37a63-dffe-4c45-af4f-c12d4b4439fejpg.jpg,[],$ 980.000.000,3 Habs. 2 Baños 158 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Engel & Völkers,Llamar,"Apartamento con balcón disponible para venta en El Campestre, El Poblado. A su ingreso tenemos un amplio, iluminado y ventilado espacio donde encontramos, sala y comedor, le sigue la cocina tradicional, con zona de ropas y cuarto y baño de servicio. En la zona privada, las tres habitaciones, la principal con baño en suite y wal-kin closet, las otras dos habitaciones comparten el baño, el estudio se encuentra en el centro de las habitaciones y posee un balcón con vista a los jardines de la unidad.Este apartamento cuenta con parqueadero doble lineal y cuarto útil.  La unidad tiene parqueadero de visitantes y portería inteligente.",[],6.1845135,-75.5677661,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Provenza, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-provenza-medellin/193738253,193738253,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a676aa17d696_infocdn__gr-vendo-apartamento-en-provenza-1778601820-4505-6490jpeg.jpeg,[],$ 835.000.000,3 Habs. 2 Baños 89 m²,"Apartamento en venta en provenza, medellín","Apartamento enMedellín, Antioquia",ALFA FINCA RAIZ INMOBILIARIA SAS,Llamar,"Vendo apartamento amoblado en Provenza, piso alto  con iluminación natural, tres habitaciones, dos baños, sala comedor, estudio, balcón, parqueadero  doble lineal y cuarto útil. Unidad cerrada con portería, piscina, salón social y turco. Cercano a restaurantes, centros comerciales y sitios de interés.",[],6.2069900675036,-75.563633612669,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/194004253,194004253,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a624c8b8e7dc_infocdn__picture-5a353bfc7d77415bb75dae5d4d30b751jpg.jpg,[],$ 1.200.000.000,5 Habs. 5 Baños 196 m²,"Casa en venta en laureles, medellín","Casa enMedellín, Antioquia",Tu360Inmobiliario,Llamar,"Venta de Casa, en el barrio Estadio-Laureles, en una excelente ubicación, cerca del complejo deportivo, el estadio y de la estación de metro de la Floresta o del estadio cerca de supermercados, tiendas, restaurantes de comida, excelente rutas, de buses, colegios y comercios.Cuenta con cinco habitaciones, cinco baños, tres patios, sala y comedor, cocina grande integral, balcón y semi estudio y un pasillo amplio y cómodo, buena iluminación Pisos en mármol y alta valorización comercial. Cuenta con parqueadero para dos carros o para uso comercial como Local, en el ante jardín, cuenta con un parqueadero más en zona común. Esta propiedad es ideal para aquellas familias que buscan comodidad y funcionalidad en su hogar.",[],6.260756,-75.593672,,,,,,,,,,,,,,2026-08-02
Apartamento en Venta en Medellín,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/193987938,193987938,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a566ec078db3_infocdn__gr94805120260714115841jpeg.jpeg,[],$ 1.290.000.000,2 Habs. 2 Baños 86 m²,Apartamento en venta en medellín,"Apartamento enMedellín, Antioquia",FARHANA INMOBILIARIA,Llamar,"Exclusivo Apartamento de Lujo para Estrenar en Venta, El Poblado, Linares | Vista panorámica sin poniente | $1.290.000.000Estrena el apartamento que combina diseño, exclusividad y una ubicación privilegiada en uno de los sectores de mayor valorización de El Poblado. Disfruta de una espectacular vista panorámica sin poniente, excelentes acabados y la tranquilidad de vivir cerca del C.C. El Tesoro, vías principales, restaurantes, supermercados, servicios y todo lo que necesitas para una vida cómoda y sofisticada.Con 86 m² muy bien distribuidos, este apartamento ofrece un amplio salón comedor integrado a un balcón con una vista inigualable, moderna cocina integral abierta con barra americana, excelente capacidad de almacenamiento, zona de ropas independiente y baño social. La zona privada cuenta con dos amplias alcobas, cada una con vestier y baño privado. Los acabados premium incluyen pisos en mármol importado en las áreas sociales y piso vinílico de lujo en las habitaciones. Además, dispone de parqueadero doble paralelo y cuarto útil en cada parqueadero.La unidad residencial ofrece un estilo de vida tipo club con vigilancia 24 horas, piscina climatizada para adultos y niños, gimnasio cubierto y al aire libre, coworking, spa para mascotas, zona pet, juegos infantiles, salones sociales y amplio parqueadero de visitantes.Área: 86 m²Valor: $1.290.000.000Administración: $364.000Predial: $4.500.000 anualSi buscas un apartamento de lujo para estrenar",[],6.1910854148055,-75.56333477821,,,,,,,,,,,,,,2026-08-02
"Oficina en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/oficina-en-venta-en-el-poblado-medellin/192588725,192588725,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.686429616e4f3_infocdn__hzk8nueqh36rdwzfe0fao8av0dhnhummrasomin7jpg.jpg,[],$ 500.000.000,2 Ambientes 2 Baños 50 m²,"Oficina en venta en el poblado, medellín","Oficina enMedellín, Antioquia",Prointegral,Llamar,"Oficina en venta en Milla de Oro con fácil acceso a gran variedad de servicios complementarios en la milla de oro, a una cuadra de la avenida el poblado y cerca a Carulla, Oviedo y santa fe. Piso en alfombra y madera, dos niveles, dos espacios, baños, cableado de red, techo cielo raso, aire acondicionado privado, y parqueadero cubierto. Edificio sin ascensor con vigilancia 24 hrs, citofonía, auditorio, baños comunales, planta eléctrica y circuito cerrado de tv. *Inmuebles sujetos a verificación de disponibilidad.*",[],6.1999005,-75.5728158,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/193820254,193820254,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6e2bf757674_infocdn__6de9172c-9675-4763-8436-96b752fae3b6jpg.jpg,[],$ 444.000.000,3 Habs. 2 Baños 97 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",Engel & Völkers,Llamar,"Apartamento dúplex remodelado en Calasania, a 10 minutos del estadio. En el primer nivel se encuentra una cocina de concepto abierto con isla tipo americana totalmente equipada, conectada a una acogedora sala de TV con salida a balcón y vista a la ciudad. Además, este nivel cuenta con dos habitaciones auxiliares amplias y luminosas, junto a un baño completo con acabados modernos.En el segundo nivel se ubica la habitación principal tipo suite, de gran formato, con balcón privado, vista privilegiada y baño de lujo. También dispone de una amplia terraza o family room ideal para reuniones, descanso o entretenimiento, con vista 360° sobre la ciudad, además de una zona de ropas independiente y funcionalEl edificio ofrece piscina y áreas verdes como parte de sus zonas comunes. La propiedad fue remodelada en el año 2025 bajo estándares modernos y de alta calidad. Importante tener en cuenta que el edificio no cuenta con ascensor y el apartamento está ubicado en un quinto piso.El área indicada es por ampliaciones, la documentación registra un área menor.",[],6.25663,-75.60163,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Castropol, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-castropol-medellin/192840040,192840040,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef42b7b4cc_infocdn__gr-apartamento-en-venta-barrio-l-1757121377-3976-6045jpeg.jpeg,[],$ 1.200.000.000,2 Habs. 3 Baños 95 m²,"Apartamento en venta en castropol, medellín","Apartamento enMedellín, Antioquia",ALFA FINCA RAIZ INMOBILIARIA SAS,Llamar,"Espectacular apartamento en venta ubicado en el sector Lalinde, 100% amoblado y equipado. Vista hacia el sur de la ciudad.El apartamento tiene dos habitaciones, cada una con baño completo independiente. Sala, comedor, cocina abierta, balcón con vista panorámica y baño social. Cuarto útil integrado al apartamento.Parqueadero doble lineal.El conjunto cuenta con piscinas climatizadas para niños y adultos, dos jacuzzis, sauna, turco, gimnasio, social kitchen, salón social, salón de yoga, coworking y zona para mascotas. Tiene portería y vigilancia veinticuatro horas.",[],6.204053881051,-75.562791941575,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-el-poblado-medellin/193974478,193974478,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57c8a873608_infocdn__picture-bf42a8d6020d45da8d117e2bc2b13b4ejpeg.jpeg,[],$ 1.470.000.000,3 Habs. 3 Baños 171 m²,"Casa en venta en el poblado, medellín","Casa enMedellín, Antioquia",Tu360Inmobiliario,Llamar,"Casa en venta  ubicada en el barrio El Poblado en Castropol, construida en 1997. Con una superficie total de 171.25 m², distribuida en dos niveles: 1er piso, zona social (sala, comedor) cocina, habitación del servicio con baño, antejardín, sala tv, baño social, zona de ropas con patio.2do piso, 3 habitaciones, ppal con baño y vestier, estudio con manzarda, biblioteca,  se encuentra en excelentes condiciones. Gastos de mantenimiento de $848,500 COP. Ideal para quienes buscan un hogar espacioso y bien ubicado en Medellín.",[],6.2164352,-75.5668833,,,,,,,,,,,,,,2026-08-02
"Oficina en Venta en Ciudad del Río, Medellín",https://www.fincaraiz.com.co/oficina-en-venta-en-ciudad-del-rio-medellin/193388392,193388392,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.699de74fcb732_infocdn__gr356402520260217123510jpg.jpg,[],$ 1.190.000.000,1 Baño 80 m²,"Oficina en venta en ciudad del río, medellín","Oficina enMedellín, Antioquia",Estrategia Propiedad Raíz,Llamar,"Oficina en Ciudad del Río de 80 m2, cuenta con sistema de aire acondicionado, cocineta, baño y un parqueadero.Edificio con imponente lobby de acceso, auditorios, terraza con comedor para empleados, portería 24 horas, y parqueadero visitantes. Se encuentra en medio de las estaciones del Metro Industriales y Poblado, cerca de bancos, restaurantes y rutas de transporte público.",[],6.2219612070514,-75.573363304138,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193655582,193655582,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e6a40cea98c_infocdn__pnbjeeomyg4urpfilhknqrl4sug0ktc2uk0bwjfdjpg.jpg,[],$ 760.000.000,3 Habs. 3 Baños 101 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Prointegral,Llamar,"Apartamento en venta en unidad cerrada ubicada en sector central, de fácil acceso desde vías principales, entorno muy tranquilo y de poco flujo vehicular, con conexión a rutas de transporte público y gran variedad de servicios complementarios de la zona. Cuenta con piso en cerámica, sala y comedor independiente, 3 alcobas con closet, baño en alcoba principal, baño social, cocina integral cerrada, alcoba y baño de servicio, zona de ropas, balcon, útil y parqueadero independiente cubierto. Conjunto cerrado con parques infantiles, zonas verdes, vigilancia y portería 24 horas y circuito cerrado de TV. Inmuebles sujetos a verificación de disponibilidad.",[],6.2060607,-75.575702,,,,,,,,,,,,,,2026-08-02
"Casa en  Venta en Trinidad, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-trinidad-medellin/191348704,191348704,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.66dc8b0458807_infocdn__c02b3e0e-6af3-42b0-bd8b-52ac5db326b1.jpg,[],$ 520.000.000,3 Habs. 1 Baño 132 m²,"Casa en  venta en trinidad, medellín","Casa enMedellín, Antioquia",LÈGAL PROPIEDAD RAIZ,Llamar,"Disponible en venta casa ubicada en el barrio Santa Fe, a una cuadra de Comfenalco Parque Recreacional, Parque de la Conservación, cerca al aeropuerto, Aeropuerto Olaya Herrera, esta distribuida en la Primera plantan, Cocina, Sala comedor, Patio, Solar, Zona de ropas. Segunda planta Habitación con balcón, Habitación con terraza, Habitación amplia, Baño, cuenta con Fondo 126 metros y Frente 6 metros. 912-739",[],6.2289253,-75.5836703,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Calasanz, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-calasanz-medellin/193606105,193606105,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5bc7a4e7f06_infocdn__gr40198120241108100538jpeg.jpeg,[],$ 289.000.000,2 Habs. 2 Baños 50 m²,"Apartamento en venta en calasanz, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Área 50m2, en obra gris , 2 alcobas,  closet, 2 baños, baño en la alcoba principal, cocina integral, red de gas, zona de ropas, sala-comedor y balcón.Estrato 4, piso 14, con ascensor, piscinas para adultos y para niños, salón social, gimnasio, placa deportiva, juegos infantiles y portería 24/7.Cerca a tan solo 10 minutos de la estación del Metro Floresta y cerca de la estación Santa Lucía y excelentes rutas de transporte.Wasi ***",[],6.2635354059061,-75.598654459595,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/193336294,193336294,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69a7499e218e7_infocdn__foto-104322-890903917-9235532977-ssjpeg.jpeg,[],$ 580.000.000,1 Hab 1 Baño 47 m²,"Apartamento en venta en laureles, medellín","Apartaestudio enMedellín, Antioquia",,Llamar,"Exclusivo apartamento estratégicamente ubicado en el codiciado sector de Santa Teresita, Laureles, ideal para inversionistas que buscan maximizar la rentabilidad a través de rentas cortas. Este inmueble se beneficia de su proximidad a importantes rutas de transporte y una vibrante zona comercial, garantizando una alta demanda y ocupación constante. Una oportunidad inmejorable para asegurar un flujo de ingresos atractivo en una de las áreas más dinámicas de la ciudad. Código ADBIENES 2338.",[],6.2399618,-75.5966029,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/193299427,193299427,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.697120f427d78_infocdn__qu9x3dzwaweonhzswpmjaqib0kpmspbixk8zjxg4jpg.jpg,[],$ 1.200.000.000,4 Habs. 3 Baños 198 m²,"Casa en venta en laureles, medellín","Casa enMedellín, Antioquia",,Llamar,"Casa segundo piso para arrendar y/o vender sector Laureles, cerca a la Avenida Nutibara y la UPB. garaje, salón comedor amplio, balcón grande, estudio, 4 alcobas más servicio, 2 baños completos amplios más el del servicio, 2 patios. Buena iluminación natural.",[],6.24042793219,-75.59325966264,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Las palmas, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-las-palmas-medellin/193159887,193159887,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.692f0678e92f2_infocdn__gr-vendo-apartamento-en-poblado-l-1764688904-2294-3180jpeg.jpeg,[],$ 850.000.000,1 Hab 2 Baños 101 m²,"Apartamento en venta en las palmas, medellín","Apartamento enMedellín, Antioquia",,Llamar,"En Venta  Apartamento en PobladoSector: Las Palmas▪️Metros: 66+33 de terraza en total101 metros▪️Estrato: 5▪️Urbanización cerrada: Si▪️Piso: 1▪️Sala comedor▪️Cocina integral▪️Zona de ropas con calentador▪️Alcobas:  1▪️Baños:  2▪️ Terraza▪️Parqueadero: 1▪️cuarto util: SiAdministración: 450.000Predial: 1'800.000Precio: 850'000.0000Unidad completa, con excelentes zonas comunes, excelente ubicación cerca a la Av las Palmas, Tunel de Oriente, Av el poblado, rutas de transporte público cercano",[],6.2285888709052,-75.566494790839,,,,,,,,,,,,,,2026-08-02
"Bodega en Venta en Guayabal, Medellín",https://www.fincaraiz.com.co/bodega-en-venta-en-guayabal-medellin/193819672,193819672,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1adc22e6a49_infocdn__nmagswpatgyqhzcv5ea0dw69njpsfvtcn0wepcqnjpg.jpg,[],$ 2.800.000.000,3 Ambientes 3 Baños 473 m²,"Bodega en venta en guayabal, medellín","Bodega enMedellín, Antioquia",,Llamar,"MEDELLÍN? 473 m²? 3 Baños? 2 Garajes?️ Estrato Comercial✨ Excelente ubicación estratégica.✨ 115 m² de oficinas.✨ Bodega de doble altura.✨ Amplia vitrina comercial sobre vía principal.✨ Ideal para logística, comercio, distribución o inversión.? $2.800 Millones (Negociables)",[],6.2476376,-75.5658153,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/192948662,192948662,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68e132040303e_infocdn__8ejqfebefro03hbueer5pvlfs0rssmv7325cjrtqjpg.jpg,[],$ 1.650.000.000,3 Habs. 4 Baños 124 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",,Llamar,"En el exclusivo proyecto Saint Michel Apartamentos, ubicado en una de las zonas más valorizadas y deseadas de Medellín, se encuentra este espectacular apartamento disponible para cesión de derechos, con entrega programada para marzo de 2026. Con un diseño moderno, acabados de lujo y una vista panorámica que abraza la ciudad desde un piso alto, este inmueble redefine el concepto de confort y exclusividad.El apartamento cuenta con 128 metros cuadrados perfectamente distribuidos. Su alcoba principal ha sido diseñada como un verdadero refugio privado, con dos amplios walk-in closets y un baño elegante y funcional. Las habitaciones auxiliares cuentan cada una con closet de pared y baño privado, brindando independencia y comodidad a todos los miembros de la familia. El closet de linos se ubicó estratégicamente detrás de la puerta de entrada, optimizando el espacio y la estética del ingreso.Pensado en los detalles, el apartamento fue reformado y mejorado durante el proceso de obra, incorporando salidas de gas adicionales tanto en el balcón como en la zona de ropas, además de un sistema de iluminación actualizado en el techo de todo el apartamento, lo que realza sus ambientes y crea una atmósfera cálida y moderna.Saint Michel se distingue por ser una unidad completa, con amenidades de primer nivel, seguridad 24 horas y una ubicación privilegiada que combina la tranquilidad residencial con la cercanía a los principales puntos de la ciudad",[],6.1889027,-75.5671843,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Altos del poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-altos-del-poblado-medellin/193993772,193993772,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57bf51b1983_infocdn__9joyqjceyarqfr3jmdp9eskiqwdrapao2bojfi0hjpg.jpg,[],$ 890.000.000,2 Habs. 2 Baños 81 m²,"Apartamento en venta en altos del poblado, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Espectactular Apartamento en venta en Altos del PobladoVive en uno de los sectores con mayor proyección y valorización de Medellín, donde la tranquilidad, la naturaleza y la conectividad se encuentran en un solo lugar. Con acceso privilegiado por la Vía Las Palmas, estarás a pocos minutos de la Milla de Oro, el Túnel de Oriente, el Aeropuerto José María Córdova, centros comerciales, supermercados, universidades, clínicas y una variada oferta gastronómica.Este apartamento de 81.5 m² ofrece espacios funcionales y acogedores:- 2 habitaciones-  1 parqueadero- 1 cuarto útilUbicado en una unidad residencial moderna, diseñada para disfrutar cada día con excelentes zonas comunes, ambientes rodeados de naturaleza y todo lo necesario para vivir con comodidad, bienestar y calidad de vida.- Precio de venta: $890.000.000Costos fijos:• Administración: $585.000• Predial trimestral: $1.250.000- Contáctanos para conocer más detalles y agenda tu visita.",[],6.2147156,-75.5548406,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Robledo, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-robledo-medellin/193923599,193923599,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3efaa87d722_infocdn__gr1228001420251010022422jpg.jpg,[],$ 380.000.000,3 Habs. 2 Baños 78 m²,"Apartamento en venta en robledo, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento en venta – Sector Robledo AltamiraÁrea de 78.7 m², ubicado en un sector residencial tranquilo, con excelente acceso a transporte público y todos los servicios a pocos pasos.Características del inmueble:3 alcobas (principal con baño).2 baños cabinados y reformados.Sala comedor.Cocina integral.Zona de ropas.Balcón.Parqueadero común (con disponibilidad para parquear).Piso 4 por escalas.Comodidades de la unidad residencial:Portería 24 horas.Zonas verdes.Juegos infantiles.Salón social.Cancha deportiva.Iglesia, minimercados y panaderías dentro de la unidad.Ubicación estratégica:Cercano al Tecnológico de Antioquia, Clínica Cardio VID, y al CAI de la 80 con la 80.Una excelente opción para quienes buscan tranquilidad, buena ubicación y un entorno familiar.",[],6.280466,-75.583872,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Calasanz, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-calasanz-medellin/193442289,193442289,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69a1f80867791_infocdn__216017-1-1772135746jpg.jpg,[],$ 290.000.000,2 Habs. 2 Baños 36 m²,"Apartamento en venta en calasanz, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Descubre la elegancia y comodidad en este apartamento de 2 habitaciones y 2 baños en una zona residencial exclusiva. Con una cocina integral equipada con instalación de gas y zona de ropas, disfrutarás de la iluminación natural en cada rincón. El amplio closet te brinda espacio para organizar tus pertenencias. Además, cuenta con ascensor, circuito cerrado de TV y vigilancia privada las 24 horas. Disfruta de las amenidades como gimnasio, sauna y turco. Vive con seguridad y confort en este lugar único. parqueaderos comunes , disponible febrero 26 del 2026",[],6.271515682466,-75.603427801097,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/192941918,192941918,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68dee0280545c_infocdn__ew1xrnhbc5tb4z761dhxc4z3ngg9wxtst3tmalbvjpg.jpg,[],$ 895.000.000,5 Habs. 3 Baños 112.03 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",,Llamar,"✨ Vive en Laureles, Medellín: ¡el lugar donde la comodidad y el estilo se encuentran! ✨Te presentamos este espectacular apartamento en uno de los sectores más exclusivos y tradicionales de la ciudad.? Características del inmueble:3 amplias habitaciones + habitación principal con baño privado y vestier.Habitación de servicio o estudio con baño propio.Elegantes pisos en mármol.Balcón privado ideal para disfrutar del clima de Medellín.? Áreas comunes y comodidades del edificio:Piscina climatizada, gimnasio equipado y sauna.Salón social perfecto para reuniones y celebraciones.Portería 24/7 para tu tranquilidad.2 parqueaderos y cuarto útil.? Ubicación privilegiada en Laureles:Vive rodeado de cafés, restaurantes, centros comerciales, universidades y con fácil acceso a vías principales. Laureles es reconocido por su ambiente residencial, tranquilo y seguro, además de ser uno de los sectores más valorizados de Medellín.Este apartamento es la mezcla perfecta de lujo, confort y ubicación estratégica.? Contáctanos y agenda tu visita. ¡Tu nuevo hogar te espera en Laureles!",[],6.2412800018908,-75.592746578888,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Campo valdes no.1, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-campo-valdes-no1-medellin/192543565,192543565,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6852c4492d293_infocdn__vp3guhn9lzc6fam5v5mvknsrstvvopsqu1uyo6kgjpg.jpg,[],$ 280.000.000,4 Habs. 1 Baño 90 m²,"Casa en venta en campo valdes no.1, medellín","Casa enMedellín, Antioquia",,Llamar,"Esta ubicado cerca a la bomba de Campo Valdes, espacios amplios, iluminados y acbados sencillos",[],6.27646,-75.558128,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-el-poblado-medellin/193909029,193909029,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4ed7a481a30_infocdn__foto-83566-900456792-8037872490-ssjpeg.jpeg,[],$ 2.200.000.000,4 Habs. 5 Baños 345 m²,"Casa en venta en el poblado, medellín","Casa enMedellín, Antioquia",,Llamar,"Casa en venta en El Poblado, en el sector Loma de los Parra, de dos niveles con 4 habitaciones, 4 closets, 2 vestier, 4 baños, sala comedor, cocina integral, estudio, patio, sala de estar, zona de ropas, red de gas, calentador, antejardín, pisos en cerámica, 1 garaje doble paralelo cubierto, área de 345m². Alcoba y baño del servicio; adicionalmente, cuenta con una oficina y baño.Unidad residencial cuenta con piscina, salón social, jacuzzi, cancha de tenis, zona de juegos para niños, parqueadero de visitantes, amplias zonas verdes, vigilancia 24 horas.Vías de acceso: Loma de los Parra, transversal inferior, cerca del centro comercial El Tesoro, Mall La Visitación, San Fernando Plaza, Universidad EAFIT, Parque del Poblado, calle 10, cerca de colegios, rutas de transporte público cercano.",[],6.2026584,-75.5640685,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Loma del Indio, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-loma-del-indio-medellin/193944966,193944966,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4687fcb0d8f_infocdn__yroaslbivfhyz1rj7p1kyxwkn21h1vq0tq06owmtjpg.jpg,[],$ 780.000.000,3 Habs. 2 Baños 86 m²,"Apartamento en venta en loma del indio, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Amplio apartamento en loma del indio, cuenta con 86mts distribuidos en 3 habitaciones, 2 baños, cocina integral con barra, sala comedor y balcon con vista a la ciudad.Cuenta con parqueadero doble lineal y cuarto útil, unidad completa con salón social, gimnasio, piscina, sauna, zona pet y zona para niños.Cerca al túnel de oriente y Av palmas.",[],6.2255638,-75.5628095,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Conquistadores, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-conquistadores-medellin/193949668,193949668,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4835975e6b2_infocdn__gr356401320260703104055jpg.jpg,[],$ 1.100.000.000,3 Habs. 3 Baños 104 m²,"Apartamento en venta en conquistadores, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento en venta de 104 m2, tiene una distribución funcional que ofrece comodidad y confort, cuenta con 3 habitaciones,3 baños, amplia zona social,balcón,  cocina, zona de ropas, además de parqueadero privado y cuarto útil.Ubicado en uno de los sectores más tradicionales y valorizados de Medellín, con fácil acceso a importantes vías, transporte público, parques, supermercados, universidades y una amplia oferta de comercio y servicios.",[],6.2417524,-75.5801743,,,,,,,,,,,,,,2026-08-02
