Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Apartamento en Venta en Minitas, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-minitas-manizales/193174994,193174994,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ab405ef398_infocdn__gr13854820251205050606jpg.jpg,[],$ 237.000.000,3 Habs. 1 Baño 60 m²,"Apartamento en venta en minitas, manizales","Apartamento enManizales, Caldas",,Llamar,"Código para WhatsApp: ***Apartamento en Venta – Sector Minitas, ManizalesUbicada en una zona residencial tranquila y bien conectada, este Apartamento ofrece una excelente oportunidad para quienes buscan comodidad y cercanía a servicios esenciales. Con un área de 60 metros cuadrados, cuenta con:Tres habitaciones ampliasUn bañoProximidad a supermercados y transporte públicoUna opción ideal para familias o profesionales que valoran la ubicación y el confort. Los agentes de Vista Inmobiliaria están siempre dispuestos a brindar la mejor experiencia, acompañándote en cada paso del proceso.No dudes en visitarlo. Este puede ser tu próximo Apartamento.",[],5.0633777278641,-75.476551651955,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en San peregrino, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-san-peregrino-manizales/192931532,192931532,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68dbfb35db13e_infocdn__1u3fuy1croi0yfjqdjprhheszmn2wupyo6omvrtyjpg.jpg,[],$ 927.000.000,4 Habs. 3 Baños 253 m²,"Casa en venta en san peregrino, manizales","Casa enManizales, Caldas",,Llamar,"Se vende casa en vereda San Peregrino, Manizales. Consta de: lote de 625mt², 253mt² construidos.Tiene licencia de construcción, 4 habitaciones, 3 baños completos, jacuzzi, cuarto de ropas independiente, bodega, parqueadero doble techado, 2 deck.Excelente ubicación, excelente vista; servicios públicos de Manizales.Precio negociable.",[],5.0558074,-75.5678796,,,,,,,,,,,,,,2026-08-02
Casa Campestre en Venta en San bernardo del viento,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-san-bernardo-del-viento/192913838,192913838,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68d55f8f82ca3_infocdn__jj3krr0vfjwa0l4xsvjkdfgvjcwruvvuatmpgzw4jpg.jpg,[],$ 2.250.000.000,3 Habs. 5 Baños 250 m²,Casa campestre en venta en san bernardo del viento,"Casa Campestre enManizales, Caldas",,Llamar,"¡Vendo hermosa Casa campestre!En San Bernardo del Viento, área construida 250m2 y área lote de 1502m2, la casa cuenta con sala comedor, cocina integral, zona de ropas, 5 baños 3 habitaciones, estudio, cuenta con habitación y baño de servicio, vista panorámica, piscina, jacuzzi, zona BBQ, cuenta con parqueadero de hasta 3 vehículos.Cuenta con vigilancia 24 horas, jardinería, y zonas verdes con árboles frutales.¡Contáctanos y separa tu cita ***!",[],5.0521037,-75.5881968,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Chipre, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-chipre-manizales/192996982,192996982,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68f39f086da56_infocdn__nrmre9fhpno5j6jvannkpphb1nscxcqdfjvhll9xjpg.jpg,[],$ 602.383.950,3 Habs. 2 Baños 89 m²,"Apartamento en venta en chipre, manizales","Apartamento enManizales, Caldas",,Llamar,"Vendo confortable apartamento, área de 89.71m², en Edificio residencial, sector Chipre, cuenta con sala comedor con balcón, 3 habitaciones, 2 baños, cocina integral y zona de ropas, parqueadero, deposito, vigilancia las 24 horas, ascensor.El apartamento se encuentra cerca de supermercados, tiendas, panaderías, entre otros, a pocos minutos del centro de la ciudad, con excelente transporte público.¡Contáctanos y separa tu cita ***!",[],5.0696308,-75.523951,,,,,,,,,,,,,,2026-08-02
"Edificio en Venta en El centro, Manizales",https://www.fincaraiz.com.co/edificio-en-venta-en-el-centro-manizales/193175115,193175115,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69336a671c17f_infocdn__0akfebjshumsrw3cwpvcobxur196znneul8lrrgyjpg.jpg,[],$ 2.700.000.000,1 Hab 10 Baños 585 m²,"Edificio en venta en el centro, manizales","Edificio enManizales, Caldas",,Llamar,"¡Gran oportunidad de inversión en el Centro de Manizales!Se vende edificio de 3 pisos compuesto por 8 apartaestudios y 2 locales comerciales.Propiedad altamente rentable en un sector estratégico y de gran demanda.En el primer nivel se encuentran 2 locales comerciales,  con 133 m², baño privado, cortina metálica de seguridad y un espacio independiente ideal para oficina o almacenamiento.En el segundo y tercer nivel se distribuyen 8 apartaestudios en total:2 apartaestudios amplios de 45 m², cada uno con dos ambientes: cocina integral con estufa empotrada, barra americana, espacio para sala-comedor, habitación independiente con clóset y baño moderno con división en vidrio templado y calentador eléctrico.6 apartaestudios de 40 m², todos de un solo ambiente, equipados con cocina integral, gas natural, barra americana, clóset y baño con división en vidrio templado y calentador eléctrico.El edificio cuenta con una zona de lavandería comunal, además de citofonía y un sistema de iluminación de emergencia en las zonas comunes.El edificio cuenta con una excelente ubicación en el sector Centro, a solo 3 cuadras del Parque Caldas, con fácil acceso a transporte público y una amplia oferta de servicios.Para más información, contáctanos al ***.",[],5.0692503,-75.514602,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Chipre, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-chipre-manizales/193326755,193326755,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6979139fdad90_infocdn__gkquwvdopwjukqions53wmhpt8pmocwd12n8dnnajpg.jpg,[],$ 700.000.000,4 Habs. 4 Baños 200 m²,"Casa en venta en chipre, manizales","Casa enManizales, Caldas",,Llamar,"Se vende casa en Chipre viejo, Manizales. Consta de 3 pisos distribuidos así:- Piso 1Garaje amplioSala comedorCocina con islaBaño socialPatio de ropas techado con áreas verdes- Piso 2:Tres habitaciones auxiliares (dos de ellas con baño privado)Sala de TV- Piso 3:Habitación Principal con baño privado y vestierHall para estudioY terraza ampliaEl precio es negociable",[],5.080321,-75.525987,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Campohermoso, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-campohermoso-manizales/193418770,193418770,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69989245391db_infocdn__prsuwjnqh1xehmexpc0yjlqodyuzr3hh6w4zs5azjpg.jpg,[],$ 260.000.000,3 Habs. 2 Baños 67 m²,"Apartamento en venta en campohermoso, manizales","Apartamento enManizales, Caldas",,Llamar,"Se vende apartamento en Campohermoso, Manizales. Consta de: 3 habitaciones, 2 baños completos, sala comedor, cocina integral y zona de ropas.Ubicado en piso 5, cuenta con parqueadero privado y depósito. No cuenta con portería, ni ascensor.El precio es negociable.",[],5.0731009,-75.5222463,,,,,,,,,,,,,,2026-08-02
"Apartaestudio en Venta en Milan, Manizales",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-milan-manizales/193868224,193868224,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a2b1de679f01_infocdn__fwssuovid2w2mvxyrdnntaxgrphlzh6tezenkjp4jpg.jpg,[],$ 310.000.000,1 Hab 1 Baño 36 m²,"Apartaestudio en venta en milan, manizales","Apartaestudio enManizales, Caldas",,Llamar,"Vendo apartaestudio en conjunto cerrado con ascensor, ubicado en el sector de Milán, una zona de excelente acceso. El inmueble es muy iluminado y cuenta con una agradable vista. Dispone de una habitación con vestier, baño completo, sala-comedor, cocina integral con amplios espacios de almacenamiento, zona de ropas, parqueadero y depósito. El conjunto ofrece salón social, piscina zona húmeda, gimnasio, juegos infantiles y parqueaderos para visitantes.",[],5.0461665,-75.4792134,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Niza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-niza-manizales/194032657,194032657,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6401a591ae0_infocdn__drn3y3r58bju0j4xwi6gprc5tpjk9gnvfystojuyjpg.jpg,[],$ 430.000.000,3 Habs. 2 Baños 65 m²,"Apartamento en venta en niza, manizales","Apartamento enManizales, Caldas",,Llamar,"*Exclusivo Apartamento en Venta en Niza: Tu Oasis de Bienestar Urbano*Descubre la perfecta armonía entre naturaleza, elegancia y confort en este excepcional apartamento, ubicado en el codiciado sector de Niza. Un verdadero santuario diseñado para elevar tu calidad de vida y la de tu familia.*Características del Inmueble:*Con 65 m² inteligentemente distribuidos, este hogar te ofrece:* **Espacios Íntimos:** Tres acogedoras alcobas y dos baños completos, ideales para el descanso y la privacidad.* **Cocina Integral:** Un espacio funcional y moderno, perfecto para tus creaciones culinarias.* **Áreas Sociales:** Una luminosa sala comedor que invita a la convivencia y al relax.* **Balcón Privado:** Disfruta de impresionantes paisajes naturales que se extienden desde cada rincón de tu hogar, un verdadero privilegio.* **Comodidad Adicional:** Área de ropas independiente para mayor practicidad.*Amenidades Exclusivas del Conjunto:*Este complejo residencial te brinda un estilo de vida inigualable con:* **Estacionamiento:** Parqueadero cubierto en S1, garantizando seguridad y comodidad.* **Recreación Acuática:** Refrescantes piscinas para disfrutar en familia.* **Deportes y Entretenimiento:** Cancha de fútbol para los amantes del deporte y un elegante salón social para tus eventos.* **Diversión Infantil:** Juegos especialmente diseñados para los más pequeños.*Un Refugio de Paz y Conexión:*Este apartamento no es solo una propiedad, es un estilo de vida. Despierta cada día rodeado de paisajes naturales, en un entorno que promueve el bienestar y la tranquilidad.*Precio de Oportunidad:* $430.000.000*Administración:* $300.000No dejes pasar la oportunidad de vivir la feliz sensación de tu nuevo hogar. Agendemos una visita y permítenos mostrarte el lugar donde tus sueños se hacen realidad. ¡Contáctanos ahora! ?",[],5.0574121,-75.4719624,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en La carola, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-la-carola-manizales/193556856,193556856,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3afb0a72eef_infocdn__gr461794220260324113712jpeg.jpeg,[],$ 450.000.000,5 Habs. 3 Baños 240 m²,"Casa en venta en la carola, manizales","Casa enManizales, Caldas",,Llamar,"Capital Inmobiliario tiene para la venta casa de 4 niveles con amplios y funcionales espacios, ubicada a pocas cuadras del Centro Comercial Mall Plaza y de la Avenida Kevin Ángel, en un sector de fácil acceso y excelente conectividad. En el primer nivel encontrarás garaje, una alcoba y una entrada independiente con baño, ideal para independizar un espacio o generar renta tipo apartaestudio. En el segundo nivel está la entrada principal, con sala y comedor independientes, una habitación auxiliar o estudio, un baño completo y cocina semi integral. El tercer nivel cuenta con tres habitaciones con clóset y un baño completo, con ducha y sanitario independientes, además de doble lavamanos. En el cuarto nivel se encuentra una amplia terraza con vista 360°, excelente iluminación natural y ventilación, perfecta para disfrutar en familia. La propiedad también cuenta con calentador y pisos en cerámica. Una excelente opción para quienes buscan comodidad, amplitud y una oportunidad de inversión en un solo lugar.Se recibe permuta por fincaAgenda tu cita: 318 / 658 / 5089",[],5.0672298896212,-75.487768249768,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Baja suiza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-baja-suiza-manizales/193717257,193717257,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a318e866ee5a_infocdn__gr-venta-apartamento-3-alcobas-co-1755096756-0598-7030jpeg.jpeg,[],$ 480.000.000,3 Habs. 2 Baños 74 m²,"Apartamento en venta en baja suiza, manizales","Apartamento enManizales, Caldas",,Llamar,"AF Capital Inmobiliario ofrece para la Venta cómodo e iluminado apartamento con linda vista panorámica ubicado en agradable conjunto residencial sector Baja Suiza. Cerca a Home Center, Carabineros, Avenida Kevin Ángel y a pocos minutos del Cable y toda su zona empresarial. Cuenta con 3 alcobas con closet (principal con baño privado), baño auxiliar completo, sala comedor,  cocina semintegral con servicio de gas natural domiciliario, zona de ropas, calentador a gas, pisos en cerámica y madera flotante. Parqueadero y depósito. El conjunto cuenta con portería 24 horas, ascensor, salón social, cancha de fútbol sintética, gimnasio, piscina, sauna y turco, zona de mascotas. No sé permiten mascotas. Agenda tú cita: ***.",[],5.0573506877419,-75.482237347669,,,,,,,,,,,,,,2026-08-02
"Apartaestudio en Venta en Campohermoso, Manizales",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-campohermoso-manizales/193309670,193309670,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a446007d287b_infocdn__gr-venta-apartaestudio-campohermo-1769134309-0339-6417jpeg.jpeg,[],$ 142.000.000,2 Habs. 1 Baño 30 m²,"Apartaestudio en venta en campohermoso, manizales","Apartaestudio enManizales, Caldas",,Llamar,"Af Capital Inmobiliario ofrece para la Venta apartaestudio Duplex en dos ambientes en el sector de Campohermoso, con un área de 30 mts aprox distribuidos en una alcoba, sala o comedor, cocina sencilla con gas propano, baño, conexión para lavadora. Excelente ubicación cerca a supermercado, iglesia, colegio, Universidad de Manizales lo cual hace que se pueda rentar fácil si deseas invertir tu dinero y recibir tu renta mensual; fácil acceso a servicio de transporte pùblico, tiene parqueadero para moto. Agenda una cita ahora mismo. ***.",[],5.0728370334752,-75.523712930544,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Palermo, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-palermo-manizales/193974664,193974664,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a50387d524af_infocdn__06f8ef95-e12d-4136-b92d-884c935d7ec7-e315d716e044e8be1d8a2b396ab533b1.jpeg,[],$ 620.000.000,3 Habs. 3 Baños 168 m²,"Apartamento en venta en palermo, manizales","Apartamento enManizales, Caldas",,Llamar,Código ***Descubre este apartamento en venta de 168 m². una excelente oportunidad para quienes buscan amplitud. comodidad y una ubicación privilegiada para disfrutar en familia.El inmueble cuenta con 3 habitaciones. 4 clósets. 2 baños completos con división en vidrio templado. 1 baño social. estudio. amplia sala-comedor. cocina semi integral. área de ropas y calentador a gas. ofreciendo una distribución funcional y espacios generosos para cada integrante del hogar.Sus pisos en cerámica y madera flotante. la excelente iluminación natural y la iluminación LED crean ambientes elegantes. cálidos y confortables. Además. dispone de parqueadero privado cubierto. brindando mayor comodidad y seguridad.El edificio cuenta con vigilancia privada las 24 horas y dos accesos con portería. proporcionando tranquilidad. control de ingreso y facilidad de acceso para residentes y visitantes.Si buscas un apartamento amplio. con excelentes acabados y espacios ideales para vivir con comodidad. esta es una oportunidad que no puedes dejar pasar.¡Contáctanos y agenda tu visita! Estaremos encantados de ayudarte a conocer tu próximo hogar.,[],5.053199,-75.484647,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Guayacanes, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-guayacanes-manizales/194060983,194060983,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6d50a3df727_infocdn__tfneine0o4pnu7nc7zkbux1vmxvtwavdw3pjrg4cjpg.jpg,[],$ 360.000.000,1 Hab 2 Baños 51 m²,"Apartamento en venta en guayacanes, manizales","Apartamento enManizales, Caldas",,Llamar,"OPORTUNIDAD VENTA  APARTAESTUDIO CON ASCENSOR DE 51M2, en excelente ubicación a una cuadra de la iglesia de Palermo, con una excelente vista, perfecto para vivir o como inversión con excelentes acabados: Consta de sala comedor, cocina integral con barra americana, gran habitación con baño privado, baño auxiliar,  zona de ropas. que se complementa con parqueadero cubierto y depósoto. El conjunto ofrece, portería de 800am a 400pm,  sistema de videoportero, planta eléctrica, tanque de agua. Cita Previa: ***",[],5.0523597,-75.4874064,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Villa Carmenza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-carmenza-manizales/192554805,192554805,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ab182538ca_infocdn__gr138541220250620103812jpg.jpg,[],$ 250.000.000,3 Habs. 1 Baño 64 m²,"Apartamento en venta en villa carmenza, manizales","Apartamento enManizales, Caldas",,Llamar,"Código para WhatsApp: ***Venta de Apartamento en Villa Carmenza – Vista InmobiliariaVista Inmobiliaria ofrece en venta un acogedor apartamento ubicado en el sector de Villa Carmenza, con un área de 64 m².Características del apartamento:Habitaciones: 3Baños: 1Iluminación: Excelente luz natural y buena aireaciónUbicación: Cerca de supermercados y con acceso fácil a transporte públicoEste apartamento es una gran opción para quienes buscan comodidad y bienestar en su nuevo hogar. ¡No dude en visitarlo!Los agentes de Vista Inmobiliaria están siempre disponibles para ofrecerle la mejor experiencia en su búsqueda de vivienda.",[],5.0602517819589,-75.509001016617,,,,,,,,,,,,,,2026-08-02
"Casa en  Venta en Cable, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-cable-manizales/192043574,192043574,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ab04349e60_infocdn__gr138542220250219113315jpg.jpg,[],$ 800.000.000,5 Habs. 3 Baños 234 m²,"Casa en  venta en cable, manizales","Casa enManizales, Caldas",,Llamar,"Código para WhatsApp: ***Vista Inmobiliaria  ofrece para la venta  fantástica casa comercial  de 2 niveles en el sector de Vizcaya, casa en excelente estado, con espacios amplios, iluminación natural, aireada, apta para inversionistas, tiene un área construida  de 234 mt2, 5 alcobas con closet, 3 baños, garage  para 1 carro,  pisos en mármol y madera, cocina integral, sala y comedor , recibidor, 2 subniveles, casa amplia con excelente distribución,  ubicación ideal en la ciudad, cerca al batallón, centros comerciales,  zona rosa del cable, zona gourmet de Milan, estadio palogrande, universidad nacional sede arquitectura, universidad de Caldas, universidad Luis Amigo, Católica.Excelente opción para vivir de una manera cómoda y placentera como siempre se a imaginado, no dude en visitarlo. (los agentes Vista Inmobiliaria siempre dispuestos en brindar la mejor experiencia).",[],5.0544059554212,-75.487988591194,,,,,,,,,,,,,,2026-08-02
"Apartamento en venta en Avenida Alberto Mendoza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-alberto-mendoza-manizales/10744070,10744070,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/7a783948-ac1c-4dae-a5de-6e30c6f6e282/photos/7a783948-ac1c-4dae-a5de-6e30c6f6e282_1_True_6ff45b05-33c7-49ad-824e-239a95992d1b.jpg,[],$ 600.000.000,3 Habs. 2 Baños 87 m²,"Apartamento en venta en avenida alberto mendoza, manizales","Apartamento enManizales, Caldas",,Llamar,"Hermoso apartamento en sector exclusivo de la ciudad, vista panorámica, muy iluminado, excelentes acabados, 87 metros, 3 habitaciones cada una con su closet, 2 baños completos, sala comedor grande, cocina integral, barra americana, área de ropas, balcón, estudio, closet de linos, garaje y depósito, en edificio con ascensor, vigilancia 24 horas, salón social, zona infantil, la zona es muy tranquila y segura.",[],5.0454735,-75.4853644,,,,,,,,,,,,,,2026-08-02
"Apartamento en venta en 20 de julio, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-20-de-julio-manizales/10733295,10733295,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/3a13ffd7-95e2-436b-ae47-af8680ed885b/photos/3a13ffd7-95e2-436b-ae47-af8680ed885b_1_True_53ee2896-91ba-4efd-a338-8ecc6f697da7.jpg,[],$ 230.000.000,2 Habs. 2 Baños 56 m²,"Apartamento en venta en 20 de julio, manizales","Apartamento enManizales, Caldas",,Llamar,"Con inmejorables acabados, 56 metros, muy iluminado, 2 habitaciones cada una con su closet, dos baños completos con división en vidrio templado, estudio, sala comedor amplia, cocina integral con barra americana, área de ropas, calentador, parqueadero comunal, en edificio con ascensor, vigilancia 24 horas, salón social, juegos infantiles. Ubicado contiguo al parque de la francia, muy buen acceso a transporte público, supermercados, panaderías, farmacias cerca.",[],5.0614246,-75.5197655,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Avenida Alberto Mendoza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-alberto-mendoza-manizales/193646809,193646809,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e2b2ae8a653_infocdn__sbfuf6i0getnxt11ursn3k2dveru4o0vcvauujj6jpg.jpg,[],$ 1.750.000.000,4 Habs. 3 Baños 172 m²,"Apartamento en venta en avenida alberto mendoza, manizales","Apartamento enManizales, Caldas",,Llamar,"VENDO ESPECTACULAR APARTAMENTO CON ASCENSOR EN EL SECTOR TREBOL PARA ESTRENAR, desarrollado en uno de los sectores exclusivos de la ciudad de Manizales, cerca de la ciudad, rodeado de naturaleza, ubicado en el sector de Expferias. Contiguo a supermercados como Carulla y Mercaldas, cerca de la clínica San Marcel, a solo 5 minutos del aeropuerto La Nubia. A un paso de la zona rosa de la ciudad y del sector gastronómico de Milán. El apartamento consta de gran sala comedor que se integra armoniosamente con un balcón en L, cocina integral con  isla abierta, 3 habitaciones, la principal con  amplio walking closet,  hall, zona de ropas independiente, cuarto de servicio,  parqueadero cubierto doble e independiente, dos depositos.Dentro de unidad cerrada con muchos extras, car lobby, gym, coworking, oratorio, salon social. EXCELENTE OPCION!!. CITA PREVIA .314-7277799.",[],5.0415035,-75.4762529,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Avenida Alberto Mendoza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-alberto-mendoza-manizales/193839637,193839637,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a219d1c8a894_infocdn__ak4gg2xazskikpimbssbsmtntwtgglwfgqpreofxjpg.jpg,[],$ 670.000.000,2 Habs. 2 Baños 90 m²,"Apartamento en venta en avenida alberto mendoza, manizales","Apartamento enManizales, Caldas",,Llamar,"Descubra la esencia del lujo y la comodidad en este exclusivo apartamento, estratégicamente ubicado en uno de los sectores más prestigiosos de Manizales. Cada rincón de esta propiedad ha sido diseñado con un gusto impecable, irradiando elegancia y ofreciendo un confort inigualable para una experiencia de vida superior.",[],5.0415035,-75.4762529,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Cable, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-cable-manizales/193823127,193823127,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1cf6aa82196_infocdn__a8tskyg1pjuasmkmdvn0u7vxqbd0uwcnp1ybzzxkjpg.jpg,[],$ 690.000.000,4 Habs. 3 Baños 87 m²,"Apartamento en venta en cable, manizales","Apartamento enManizales, Caldas",,Llamar,"Vendo hermoso apartamento totalmente remodelado en Laureles, Manizales, a pocos minutos del Centro Comercial Cable Plaza. Ubicado en edificio con ascensor y con agradables vistas panorámicas, este inmueble se destaca por su excelente estado de conservación y sus acabados de muy buena calidad. Cuenta con 3 alcobas, incluida una habitación principal con baño privado, además de cuarto de servicio. Su amplia sala-comedor ofrece excelente iluminación natural, complementada por una moderna cocina integral, zona de ropas independiente, parqueadero doble y depósito. Una excelente oportunidad para vivir con comodidad en una ubicación estratégica. Cita previa: ***.",[],5.0562832,-75.4855675,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Palermo, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-palermo-manizales/192646044,192646044,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6877c55542f37_infocdn__f6r6wbrnaga8fbljrjb3spbjv8rhu8vl3ecwevzujpg.jpg,[],$ 890.000.000,3 Habs. 2 Baños 97 m²,"Apartamento en venta en palermo, manizales","Apartamento enManizales, Caldas",,Llamar,"Vendo hermoso apartamento AMOBLADO en Palermo, Manizales. Consta de 97m2, mas parqueadero doble, se distribuye en sala comedor amplio con balcón, cocina integral, baño social y auxiliar completo, zona de estar, tres alcobas amplias con closet, la principal con baño y amplios ventanales al exterior. El edificio tiene ascensor, buena vista, es de construcción reciente y tiene salón para eventos y portería las 24 horas. Cerca está la iglesia de Palermo, la vía principal donde pasa el transporte público y el centro comercial Sancancio.¡Contáctanos, ***es un gusto atenderte!",[],5.0629743,-75.5027698,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en La francia, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-francia-manizales/193960330,193960330,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4c434c6c4f5_infocdn__gr-arriendo-apartamento-la-franci-1753223485-9899-883jpeg.jpeg,[],$ 350.000.000,2 Habs. 2 Baños 58 m²,"Apartamento en venta en la francia, manizales","Apartamento enManizales, Caldas",,Llamar,"Capital Inmobiliario ofrece en venta apartamento con excelentes acabados en el sector de la francia, magnifica vista, iluminacion y ventilacion natural en todas las areas del inmueble, 58 mts distribuidos en dos amplias habitaciones, la principal con baño privado, baño de alcobas, ambos baños con ducha de hidro masajes, sala comedor con balcon, cocina totalmente integral, zona de ropas, parqueadero cubierto, deposito, sector residencial, muy tranquilo, rodeado de naturaleza, cerca a supermercado, colegio, iglesia, parques.Contáctanos! ***",[],5.0689351,-75.5319276,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Expoferias, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-expoferias-manizales/193882019,193882019,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a31d165ea0cb_infocdn__rfw6jwaombuuqkcbyrjyrtgkuia5ujv0mxbx099ojpg.jpg,[],$ 1.300.000.000,2 Habs. 2 Baños 148 m²,"Apartamento en venta en expoferias, manizales","Apartamento enManizales, Caldas",,Llamar,"Descubra este excepcional apartamento en venta, una residencia unifamiliar moderna y luminosa diseñada para el confort y el estilo de vida actual. Con una antigüedad de 9 a 15 años y un precio de $1.300.000.000, esta propiedad ofrece una experiencia de vida sofisticada y funcional.  Disfrute de amplios espacios inundados de luz natural, realzados por ventanales de piso a techo que ofrecen espectaculares vistas panorámicas a las montañas y la ciudad.",[],5.0449061,-75.4788579,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en La carola, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-la-carola-manizales/192894542,192894542,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cddfff5f057_infocdn__qu3oww9gckyvzal0icojfjy8nyx3soyyniozpm8tjpg.jpg,[],$ 550.000.000,3 Habs. 3 Baños 144 m²,"Casa en venta en la carola, manizales","Casa enManizales, Caldas",,Llamar,"Vendo Casa, área de 144m2, en el sector La carola, cuenta con sala comedor, cocina, 3 habitaciones, 3 baños, terraza, garaje y zona de ropas.La Casa se encuentra en sector residencial con excelente ubicación, cerca del Centro comercial Mall Plaza, panadería, supermercados, a pocos minutos del sector el Cable, entre otros.¡Contáctanos y separa tu cita ***!",[],5.0677029,-75.4865191,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en La arboleda, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-la-arboleda-manizales/193053945,193053945,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69389b5c5ff85_infocdn__vr2yn6zpybkyzva3ggpcfykkvarlygwvwni1mbojjpg.jpg,[],$ 550.000.000,4 Habs. 3 Baños 107 m²,"Casa en venta en la arboleda, manizales","Casa enManizales, Caldas",,Llamar,"Vendo casa en conjunto, área de 107m2, en el sector la Arboleda, sector de  VersallesCuenta con sala comedor, cocina, 4 habitaciones, 3 baños, zona de ropas, estudio, parqueadero.Cuenta con videoportero.La casa se encuentra en sector residencial con excelente ubicación, cerca a colegios, hospitales, universidades y centros médicos, parques, supermercados,¡Contáctanos y separa tu cita ***!",[],5.0594062935881,-75.500557405005,,,,,,,,,,,,,,2026-08-02
