Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"CENTRIKO, Apartamentos en Venta en Hayuelos, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/centriko-apartamentos-en-venta-en-hayuelos-bogota/7887828,7887828,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/1/27/4078565_184_0.jpg,[],Desde $ 570.400.000,3 Habs. 2 Baños 62.62 m²,"Centriko, apartamentos en venta en hayuelos, bogotá","Apartamento enBogotá, Bogotá, d.c.",CONSTRUCTORA CAPITAL,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,1,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Renueva tu vida, viviendo como siempre lo has imaginado. Centriko es un proyecto no vis de apartamentos conformado por 4 torres de 18 pisos, para un total de 490, cada uno de ellos cuenta con un parqueadero privado. Adicionalmente, el proyecto cuenta con 53 parqueaderos de visitantes de los cuales 10 son para personas con movilidad reducida. También tendrás un espacio muy cómodo para dejar tu bicicleta, tendremos 151 ganchos para tal fin. Tu nuevo hogar, diseñado con espacios amplios que se adecuan a tus necesidades con más de 20 zonas comunes con salón VIP, zona café-market, zona coworking, zona fitness, zona húmeda con piscina niños y adultos, jacuzzi, sauna y turco, zona sport, cinema, zona cool, zona BBQ y muchas más.",[],4.6540004498025,-74.123119354248,2026-08-02
"RESERVA DE LA 26, Apartamento en Venta en Zona centro, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-de-la-26-apartamentos-en-venta-en-zona-centro-bogota/10097276,10097276,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/9b8a2764-6525-48ce-ac5b-74df0d90a756/photos/9b8a2764-6525-48ce-ac5b-74df0d90a756_1_True_58a6b538-820e-4704-b7a7-bcabfc23cb9a.jpg,[],Desde $ 324.999.000,1 Hab 1 Baño 27 m²,"Reserva de la 26, apartamento en venta en zona centro, bogotá","Apartamento enBogotá, Bogotá, d.c.",AR CONSTRUCCIONES,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,30,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Reserva de la 26, es un proyecto de apartamentos, ubicado estratégicamente en el centro de Bogotá sobre la Avenida El Dorado a la altura del Concejo de Bogotá. Exclusivos apartamentos con excelentes vías de acceso como la Av. el dorado, la carrera 30 y la avenida de las Américas. Los apartamentos contarán con un diseño exclusivo tipo conecting (con doble acceso) para una vida con mayor independencia. Maximiza tu inversión en un proyecto que te permite arrendar tu apartamento por cortas o largas estadías a través de plataformas digitales",[],4.6248686796708,-74.07928510318,2026-08-02
"BOATERRA ZELVA, Apartamento en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/boaterra-zelva-apartamentos-en-venta-en-engativa-bogota/15018260,15018260,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.699cbdc9dbdcd_infocdn__r1w07odyiebxjgx7zhtrmoyjzu0guqxadatrratojpg.jpg,[],Desde $ 766.100.000,1 Hab 2 Baños 48.5 m²,"Boaterra zelva, apartamento en venta en engativá, bogotá","Apartamento enBogotá, Bogotá, d.c.",CONSTRUCCIONES PLANIFICADAS,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,30-70,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Primer Trimestre 2030,5,"Boaterra Zelva es la segunda etapa de un gran desarrollo residencial: Boaterra Apartamentos y OficinasUn proyecto que continúa consolidando un nuevo estilo de vida, donde la comodidad, la funcionalidad y el bienestar se integran en cada detalle.Ubicado estratégicamente, Zelva está pensado para quienes buscan vivir con mejor conexión, movilidad y espacios que acompañen el ritmo de la ciudad, incorporando soluciones modernas y sostenibles como estaciones de carga para vehículos eléctricos y zonas privadas para bicicletas.",[],4.6572323,-74.1043587,2026-08-02
"LIFE 72 OFICINAS, Oficinas en Venta en Quinta camacho, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/life-72-oficinas-oficinas-en-venta-en-quinta-camacho-bogota/15017482,15017482,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.682e3eccc2103_infocdn__df5yk4lh0x7qcf4ogshunhzcyvfvuegn4f0vahawjpg.jpg,[],Desde $ 426.828.000,1 Ambiente 1 Baño 48.24 m²,"Life 72 oficinas, oficinas en venta en quinta camacho, bogotá","Oficina enBogotá, Bogotá, d.c.",ARQUITECTURA Y CONCRETO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Oficina en Bogotá sector Centro financiero de Bogotá cerca a Zona G y Universidad Sergio Arboleda.Las oficinas de Life 72 están ubicadas en el piso 5 de la torre Life 72, un proyecto que conjuga vivienda y comercio, buscando sacar el mayor provecho de los beneficios de la zona. Los propietarios de Life 72 oficinas, podrán disfrutar las salas de reuniones y el gimnasio.Las oficinas se entregan con parqueadero y en obra gris, listas para ser personalizadas con tu marca.  Actualmente contamos con oficinas disponibles para la venta con áreas construidas desde los 48 m² hasta los 88 m² y con posibilidad de unirlas hasta los 426 m² aproximadamente.",[],4.6584377,-74.0616864,2026-08-02
"Faenza 5.22, Apartamento en Venta en Las nieves, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/faenza-522-apartamentos-en-venta-en-las-nieves-bogota/10895214,10895214,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/94f1cdcb-89c4-443b-9da4-3ac5bb5ea334/photos/94f1cdcb-89c4-443b-9da4-3ac5bb5ea334_1_True_d6e8dda4-a393-4d53-9f6a-73d30e84dc52.jpg,[],Desde $ 220.458.200,1 Hab 1 Baño 22.09 m²,"Faenza 5.22, apartamento en venta en las nieves, bogotá","Apartamento enBogotá, Bogotá, d.c.",HABITUS CONSTRUCCIONES,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Segundo semestre 2027,3,Proyecto ubicado en el centro de la ciudad de Bogotá en la calle 22 con carrera 5. Cerca a la universidad Jorge Tadeo Lozano y el Teatro Faenza.,[],4.60742950000000000000,-74.06949470000000000000,2026-08-02
"CALIA, Apartamento en Venta en Portales del norte, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/calia-apartamentos-en-venta-en-portales-del-norte-bogota/15018415,15018415,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69deabaccf56d_infocdn__cjjbiqfzmwowulk71hoenlw2qsgxseiu6bge0oexpng.png,[],Desde $ 295.000.000,2 Habs. 1 Baño 36 m²,"Calia, apartamento en venta en portales del norte, bogotá","Apartamento enBogotá, Bogotá, d.c.",CONCONCRETO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,30%,70%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2029,4,"CALIA es un proyecto VIS ubicado en el norte de Bogotá, en el sector de Britalia – Portales del Norte, una zona estratégica con excelente conectividad y cercanía a importantes servicios de la ciudad.Cuenta con apartamentos desde 36 m², ideales para quienes buscan su primera vivienda o una oportunidad de inversión con alta proyección de valorización. El proyecto aplica subsidio de vivienda y ofrece precio VIS, convirtiéndose en una excelente alternativa para construir patrimonio.? Ubicado a dos cuadras de la Calle 170 y la Avenida Boyacá.? Cerca de Clínica La Colina, Fundación Cardioinfantil, Jumbo 170, Alkosto 170, colegios, universidades y múltiples opciones de transporte.Además, CALIA contará con completas zonas comunes para disfrutar en familia:✔ Coworking✔ Social Kitchen✔ Salón social✔ Zona BBQ✔ Terraza con fogata✔ Pet Grooming✔ Taller de bicicletas✔ Juegos infantiles✔ Salón de juegos✔ Cancha múltiple y cancha de pádel (compartidas con futuro desarrollo)Proyecto VIS • Aplica subsidio • Sobre planos",[],4.7529943,-74.0600863,2026-08-02
"Apartamento en Venta en El Batán, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-batan-bogota/193469707,193469707,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69aa43628d1c6_infocdn__gr35614220260305093102jpeg.jpeg,[],$ 980.000.000,3 Habs. 2 Baños 99 m²,"Apartamento en venta en el batán, bogotá","Apartamento enBogotá, Bogotá, d.c.",Inmobiliaria Quarto28,Llamar,,,,,,,,,,,,,,"Espectacular apartamento para estrenar en el barrio Batán, está ubicado en 2 piso exterior, muy iluminado, tiene 99 m2 distribuidos en sala, comedor, balcón, cocina, zona de ropas, estudio, baño social, 3 alcobas, la principal con baño privado y vestier, además cuenta con 2 garajes y 1 deposito,  está muy cerca de la calle 116, calle 127 y Autopista Norte.",[],4.7043104881216,-74.058709144592,2026-08-02
"Apartamento en Venta en Santa Paula, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-paula-bogota/193421061,193421061,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6998dcb90fe67_infocdn__6prlznzeuv3h1qxhfhroxlqetqvtwzexvtr6c8ckjpg.jpg,[],$ 2.998.000.000,6 Habs. 6 Baños 516 m²,"Apartamento en venta en santa paula, bogotá","Apartamento enBogotá, Bogotá, d.c.",SOLUSI INMOBILIARIA,Llamar,,,,,,,,,,,,,,"Apartamento Pent -House duplex completamente exterior en Santa Paula, en conjunto cerrado. Ubicado en piso 6 y 7, este apartamento cuenta con una hermosa vista al norte y oriente. En el Primer Piso acceso, hall de entrada, sala doble, comedor independiente, estudio con balcón, habitación, baño completo, amplia cocina cerrada con  coemdor auxiliar, zona de lavandería, CBS y un baño medio adicional. En el segundo Piso encontramos un amplio Family room, cuatro (4) habitaciones cada una con su baño. La habitación principal dispone de un amplio walk in closet. Depósito y cinco (5) parqueaderos independientes. El conjunto cuenta con salón social, oratorio, parque infantil, hermosas zonas verdes. Vigilancia 24/7",[],4.6928442,-74.0409657,2026-08-02
"AUSTRO CUATRO VIENTOS, Apartamento en Venta en Montevideo, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/austro-cuatro-vientos-apartamentos-en-venta-en-montevideo-bogota/5829490,5829490,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/2/9/2813500_168_40.jpg,[],Desde $ 563.383.190,2 Habs. 1 Baño 68 m²,"Austro cuatro vientos, apartamento en venta en montevideo, bogotá","Apartamento enBogotá, Bogotá, d.c.",CONSTRUCTORA BOLIVAR,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,Financiación: 70% | Método de pago: Crédito,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2026,4,"¡Bienvenido a Austro, el epicentro de la modernidad y la comodidad en Bogotá! Descubre la nueva etapa del prestigioso macroproyecto Cuatro Vientos, ubicado estratégicamente en una zona con un potencial sin igual. Experimenta una valorización inmediata gracias a la Renovación Urbana en curso, transformando este reconocido sector cercano al Salitre en el corazón de la capital.Nuestros apartamentos, diseñados para la vida contemporánea, te ofrecen la combinación perfecta de elegancia y funcionalidad. Disfruta de amplios espacios, acabados de alta calidad y la luminosidad única que solo Austro puede brindar. Cada unidad cuenta con un balcón privado, permitiéndote disfrutar de las vistas impresionantes de la ciudad.En Austro, la vida se experimenta en comunidad. Las excelentes zonas comunes te invitan a compartir momentos inolvidables con tus seres queridos y vecinos. La conexión entre las torres se logra a través de una plazoleta central, un espacio vibrante que promueve la interacción social y recreativa. Además, contamos con un kids house, asegurando que los más pequeños encuentren su propio paraíso de diversión y aprendizaje.La fecha estimada de entrega de estas joyas arquitectónicas es mayo de 2024. Aprovecha nuestras flexibles opciones de pago:  30% - 70% Separación: $5,000,000.",[],4.64513015747070000000,-74.11768341064450000000,2026-08-02
"Apartamento en Venta en La carolina, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-carolina-bogota/193458592,193458592,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a60fc1a7733d_infocdn__gr1645112420260619045029jpeg.jpeg,[],$ 420.000.000,1 Hab 1 Baño 36 m²,"Apartamento en venta en la carolina, bogotá","Apartamento enBogotá, Bogotá, d.c.",PETITE COMITÉ BROKERS,Llamar,,,,,,,,,,,,,,"Acogedor apartamento de 1 habitación ubicado en el sector de La Carolina, ideal para vivir o invertir. Cuenta con 1 baño, cocina abierta y una amplia terraza privada de 22 m², perfecta para disfrutar del aire libre y crear un espacio de descanso o reuniones. Incluye 1 parqueadero.El edificio ofrece cómodas zonas comunes como gimnasio, sauna y parqueadero de visitantes, brindando bienestar y comodidad en una de las zonas más apetecidas del norte de la ciudad.",[],4.7054524,-74.042488,2026-08-02
"Apartamento en Venta en La salle, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-salle-bogota/193881956,193881956,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a68a6c4b2536_infocdn__121133182-2-1781648455png.png,[],$ 600.000.000,2 Habs. 2 Baños 65 m²,"Apartamento en venta en la salle, bogotá","Apartamento enBogotá, Bogotá, d.c.",EXP COLOMBIA SAS,Llamar,,,,,,,,,,,,,,"En el corazón de Chapinero, específicamente en el barrio La Salle, se encuentra un apartamento que representa una valiosa oportunidad para quienes buscan establecerse en una de las zonas más dinámicas de Bogotá. Con un área de 65.8 m², este inmueble, construido en 2019, combina modernidad y funcionalidad, ideal para un estilo de vida urbano. La ubicación estratégica permite un fácil acceso a importantes vías de transporte, así como a una variada oferta de servicios, comercios y opciones de entretenimiento, lo que garantiza un flujo constante de clientes y visitantes. El estrato 4 del apartamento no solo asegura un entorno de calidad, sino que también lo posiciona como una opción atractiva para quienes desean invertir en un espacio que promete valorización a largo plazo. Este apartamento en La Salle es más que un simple hogar; es una plataforma para el desarrollo de un proyecto comercial en una zona en constante crecimiento. La oportunidad de formar parte de esta vibrante comunidad está a su alcance, invitándote a imaginar el potencial que este espacio puede ofrecer.",[],4.645981306511,-74.058715633144,2026-08-02
"Bodega en Venta en La cabana fontibon, Bogotá",https://www.fincaraiz.com.co/bodega-en-venta-en-la-cabana-fontibon-bogota/191995434,191995434,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5626289c948_infocdn__6969df18-6b61-467b-af14-c1f5ea8f8dd5.jpeg,[],$ 4.700.000.000,5 Baños 1500 m²,"Bodega en venta en la cabana fontibon, bogotá","Bodega enBogotá, Bogotá, d.c.",INMOBILIARIA PREMIUM,Llamar,,,,,,,,,,,,,,"Bodega Comercial industrial Área total Construcción de 1.500 Metros,  Area libre de bodega 1.000 Metros, altura de 8 metros Frente 20 Metros Fondo 50 Metros, mas area de oficinas de 400 Metros, baterías de baños para dama y caballero, piso de alta resistencia, capacidad de energía de 75 kwa, portón de ingresos al  bodega en doble altura  ***",[],4.675989396228,-74.137782310861,2026-08-02
"CITIZEN, Apartamentos en Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/citizen-apartamentos-en-venta-en-la-felicidad-bogota/15016898,15016898,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67041f70947ee_infocdn__uvkwauhkzbwz64az5xi0djf1ddssk0pmrqo74j02jpg.jpg,[],Desde $ 784.342.000,2 Habs. 2 Baños 72.67 m²,"Citizen, apartamentos en venta en la felicidad, bogotá","Apartamento enBogotá, Bogotá, d.c.",MARVAL BOGOTA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Descubre el estilo de vida que mereces en el Conjunto Residencial CitizenUbicado al occidente de Bogotá, Citizen te ofrece una experiencia única de modernidad y comodidad. Con 2  torres residenciales de 21 pisos y un total de 349 apartamentos.Diferentes áreas de apartamentos disponibles en diseños ajustadas a tus preferencias y estilo de vida.La zonas sociales cuentan con un edificio de 3 pisos, ideal para momentos especiales con amigos y familia.Zonas de parqueaderos, distribuidos en nivel, semi sótano y sótano.Ven y descubre por qué el Conjunto Residencial Citizen es el lugar que estabas esperando para dar el siguiente paso en tu vida. ¡Tu nuevo hogar te está esperando!",[],4.6517479,-74.1308428,2026-08-02
"Apartamento en Venta en Santa barbara oriental, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-barbara-oriental-bogota/194060762,194060762,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6d30eb6f709_infocdn__zilflytbkcjbmofxxo1znab3k0rnujnenitapqqbpng.png,[],$ 430.000.000,1 Hab 1 Baño 41 m²,"Apartamento en venta en santa barbara oriental, bogotá","Apartamento enBogotá, Bogotá, d.c.",Ventas y Arriendos Bogotá,Llamar,,,,,,,,,,,,,,"VENTA DE APARTAMENTO EN SANTA BÁRBARA OCCIDENTALDESCRIPCIÓNApartamento de 67 m² en excelente estado, ubicado en un tercer piso interior con buena iluminación. Cuenta con sala y comedor integrados con chimenea, cocina abierta, lavandería independiente y cerrada, dos alcobas amplias y dos baños. Incluye un depósito. Edificio con ascensor y vigilancia.VALORES Y CÓDIGOPrecio: $430.000.000Administración: $406.000 mensualesCOD: 72533DETALLES DEL APARTAMENTO- Área construida y privada: 67 m²- Habitaciones: 2- Baños: 2- Parqueaderos: 1- Piso: 3- Estrato: 5- Año de construcción: 2012- Estado: Usado, buen estado- Vista: Interior- Extras: Chimenea, cocina abierta, lavandería independiente, depósitoZONAS COMUNES DEL EDIFICIO- Salón comunal- Terraza comunal- Zona BBQ- Ascensor- VigilanciaLe invitamos a agendar una visita para conocer este apartamento en persona. Contáctenos hoy mismo.",[],4.6984457866161,-74.031160623804,2026-08-02
"Apartamento en Venta en El Batán, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-batan-bogota/193766055,193766055,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a0dd4cc1922b_infocdn__79832868-de0f-4844-abf4-4a00dea1d800.jpeg,[],$ 450.000.000,2 Habs. 2 Baños 70 m²,"Apartamento en venta en el batán, bogotá","Apartamento enBogotá, Bogotá, d.c.",Makro Inmobiliaria Ltda,Llamar,,,,,,,,,,,,,,"Lindo apartamento de 70 m2 ubicado en Batan. Apartamento exterior, con muy buena iluminación natural, 2do piso, pisos en madera laminada. Cuenta con 2 habitaciones, 2 baños completos, sala-comedor con chimenea, cocina semiabierta con zona de lavandería, deposito, 1 parqueadero cubierto. Estrato 5. El edificio cuenta con video portero, no ascensor. Edificio ubicado muy cerca del Parque San Ambrosio y bastante comercio cercano como panaderías, restaurantes, supermercados, tiendas, droguerías, zonas verdes, supermercado Colsubsidio, Iglesia San Ambrosio, colegios y otros sitios de interés para ti y tu familia. Con cómodas vías de acceso como la Autopista Norte, Calle 127, Calle 116. 61-1988",[],4.7058926,-74.058788,2026-08-02
"POMELO, Apartamento en Venta en Lagos de Torca, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/pomelo-apartamentos-en-venta-en-lagos-de-torca-bogota/10128349,10128349,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/c0417faa-bac2-48da-ab8f-acadd273720a/photos/c0417faa-bac2-48da-ab8f-acadd273720a_1_True_8c03e559-a257-4b3e-85c5-be1f84aea6b2.jpg,[],Desde $ 225.303.000,2 Habs. 1 Baño 44 m²,"Pomelo, apartamento en venta en lagos de torca, bogotá","Apartamento enBogotá, Bogotá, d.c.",AMARILO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,70,Todas,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"POMELO es un proyecto de vivienda TOPE VIS localizado en el desarrollo Ubanistico de HACIENDA EL BOSQUE en la Ciudad de Bogotá, Colombia. Diseñado estrategicamente en medio de la Zona Natural más grande del Norte de Cuidad, en LAGOS DE TORCA. Contará con todo lo que necesitas para vivir plenamente como Importantes Vías, Transporte Publico, Colegios, Universidades, Centros Comerciales, Clubes y mucho más; además que en el interior del gran desarrollo tendremos espacios unicos para compartir en familia como el parque lineal donde podremos encontrar Parques Infantiles, Trici Ruta,Alamedas,Zona Biosaludable, Plazoletas, Senderos Peatonales, Espacios Deportivos, Zonas de Comercio y mucho más. Ven y conoce los Apartamentos, Zonas Comunes y demás caracteristicas que el Proyecto POMELO tiene para las familias Colombianas. *Este proyecto se encuentra ubicado en inmediaciones del Aeropuerto Flaminio Suarez Camacho de Guaymaral",[],4.81122840000000000000,-74.04541060000000000000,2026-08-02
"RESERVA DE GRANADA 5, Apartamento en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-de-granada-5-apartamentos-en-venta-en-engativa-bogota/6511916,6511916,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2021/12/14/3206459_561_8.jpg,[],Desde $ 466.000.000,3 Habs. 2 Baños 81 m²,"Reserva de granada 5, apartamento en venta en engativá, bogotá","Apartamento enBogotá, Bogotá, d.c.",AMARILO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"RESERVA DE GRANADA, es la nueva alternativa No VIS de Amarilo en Gran Granada. Ubicado en un sector con alto potencial de desarrollo en la ciudad de Bogotá, está concebido como un proyecto de viviendas que ofrece comodidad y una mejor calidad de vida a sus residentes, gracias a sus altos estándares de calidad en diseño, arquitectura y acabados. También ofrecerá la alternativa de personalizar el espacio con una propuesta de apartamento tendencia de 103m que marcará la pauta en el sector..",[],4.72237539291382000000,-74.12476348876950000000,2026-08-02
"Apartamento en Venta en Santa barbara occidental, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-barbara-occidental-bogota/192572894,192572894,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a0eefb401f57_infocdn__768-1-1750804060jpg.jpg,[],$ 1.600.000.000,4 Habs. 6 Baños 230 m²,"Apartamento en venta en santa barbara occidental, bogotá","Apartamento enBogotá, Bogotá, d.c.",CON DOMINIO INMOBILIARIO SAS,Llamar,,,,,,,,,,,,,,"Descubre este exclusivo APARTAMENTO en venta, un penthouse con 4 habitaciones, 6 baños y 3 parqueaderos en una ubicación privilegiada. santa barbara occidental cercano a todo, Con 230 metros cuadrados de elegancia y comodidad, este inmueble es ideal para quienes buscan un estilo de vida sofisticado. No pierdas la oportunidad de vivir en este espacio único. ¡Contáctanos ahora para más información y agenda una visita!",[],4.6994974648386,-74.053065860644,2026-08-02
"Alejandria Vintage, Apartamento en Venta en Mazuren, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/alejandria-vintage-apartamentos-en-venta-en-mazuren-bogota/15018416,15018416,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1f595d1f895_infocdn__nisvqicnnisupuw7cbthrbfnuxfxrdto9jshcdbejpg.jpg,[],Desde $ 900.000.000,3 Habs. 2 Baños 76.6 m²,"Alejandria vintage, apartamento en venta en mazuren, bogotá","Apartamento enBogotá, Bogotá, d.c.",HABITUS CONSTRUCCIONES,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,Cuota Inicial: 30%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Fecha estimada de entrega: 1er semestre 2028,5,"Descubre un proyecto residencial que redefine el concepto de bienestar y exclusividad. Disfruta de más de 10 zonas comunes diseñadas para elevar tu calidad de vida, incluyendo piscina cubierta climatizada, sauna, turco y espacios pensados para el descanso, la relajación y la recreación.Ubicado estratégicamente en el norte de la ciudad (Cra. 54 #153-75), en un entorno residencial tranquilo y de alta valorización, este proyecto ofrece el equilibrio perfecto entre privacidad y conectividad.Su cercanía a reconocidos puntos de interés como el Carmel Club, Centro Comercial San Rafael, Centro Comercial Santa Fe, Portoalegre y la Clínica La Colina, garantiza comodidad y acceso a servicios de primer nivel.Ofrece una amplia variedad de áreas construidas (desde los 77.85 m2 a los 149.3 m2), adaptándose a diferentes estilos de vida y necesidades familiares, con un alto potencial de valorización.",[],4.7399702,-74.0545665,2026-08-02
"ATELIER 68, Apartaestudios en Venta en Chapinero, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/atelier-68-apartaestudios-en-venta-en-chapinero-bogota/10816288,10816288,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6883bbe586dbd_infocdn__sdnfymuulevhdlrk78wdoxifahmo4nc8gfzomea4jpg.jpg,[],Desde $ 275.000.000,1 Hab 1 Baño 21 m²,"Atelier 68, apartaestudios en venta en chapinero, bogotá","Apartaestudio enBogotá, Bogotá, d.c.",INCOL,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"Conoce ATELIER 68, único Proyecto VIS en la zona con un diseño diferencial. Apartaestudios con Mezzanine (12 m² aprox de área aprovechable adicional) donde vas a poder disfrutar de una exclente iluminación y ventilación gracias a sus amplias ventanas, vivirás en un lugar de fácil acceso a todos los servicios básicos: trabajo, estudio, salud, comercio, parques y otros sitios de interés de la zona. ATELIER 68 cuenta con más de 15 zonas comunes como: Lobby - Sala de espera, Cocina/ comedor social, Coworking, Spa para mascotas, Gimnasio de mascotas al aire libre, pista de trote en la cubierta, cine/ salón TV, Proyecto con certificación EDGE ** El precio del inmueble se establece en valor fijo, este valor no puede superar el tope VIS establecido por el gobierno nacional al momento de la escrituración.",[],4.6555809,-74.0648999,2026-08-02
"Apartamento en Venta en Chicó Navarra, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-chico-navarra-bogota/192506793,192506793,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.684744549cde5_infocdn__54b9a14a-e70d-4aac-8d67-d70b7b77ab3a.jpeg,[],$ 1.300.000.000,3 Habs. 4 Baños 135 m²,"Apartamento en venta en chicó navarra, bogotá","Apartamento enBogotá, Bogotá, d.c.",Junco y Asociados Inmobiliaria,Llamar,,,,,,,,,,,,,,"Apartamento en Chico Navarra, Área 135mts, interior tercer piso. Espacios amplios consta de sala-comedor chimenea, cocina abierta, zona de lavandería independiente, baño social, cuenta con tres  alcobas  con clóset y baño privado para mayor comodidad la principal un Wolking  y balcón. Edificio  cuenta con gimnasio, terraza con BBQ, salón comunal vigilancia las 24 horas. 2 parqueaderos en línea y depósito, cerca a supermercados, bancos, senderos peatonales, ciclovía, restaurantes, parques. Autopista Norte, calle 100, carrera 19",[],4.6898164,-74.0544534,2026-08-02
